,k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度,normalized_density
690,690,39.25,529.782831,0.0,0.0,36,134.9000677,36.23691447,-0.4276728730589479
691,691,113.43,529.782831,0.0,0.0,49,134.9178439,36.23691447,-0.3156779624161731
692,692,143.9,539.6676936,0.0,0.0,193,134.9356202,36.23691447,0.9248810477807177
693,693,5.4,808.5197674,0.0,0.0,7,134.9533964,36.23691447,-0.6775076737235995
694,694,56.61,810.5243089,0.0,0.0,13,134.9711726,36.23691447,-0.6258177149653957
695,695,135.61,810.5243089,112.5,0.0,87,134.9889488,36.23691447,0.011691776385784223
696,696,108.0,810.5243089,0.0,0.0,188,135.0067251,36.23691447,0.8818060821488812
697,697,16.3,810.5243089,0.0,0.0,21,135.0245013,36.23691447,-0.5568977699544574
698,698,17.46,810.5243089,0.0,0.0,26,135.0422775,36.23691447,-0.5138228043226208
699,699,6.75,810.5243089,0.0,0.0,16,135.0600537,36.23691447,-0.5999727355862938
700,700,5.83,798.4533413,0.0,0.0,13,135.07783,36.23691447,-0.6258177149653957
701,701,6.38,653.6017301,0.0,0.0,10,135.0956062,36.23691447,-0.6516626943444976
702,702,6.94,653.6017301,0.0,0.0,14,135.1133824,36.23691447,-0.6172027218390285
703,703,16.04,653.6017301,0.0,0.0,21,135.1311586,36.23691447,-0.5568977699544574
704,704,21.66,653.6017301,0.0,0.0,30,135.1489349,36.23691447,-0.4793628318171517
705,705,73.12,3581.806663,0.0,0.0,25,135.1667111,36.23691447,-0.5224377974489882
706,706,757.63,3581.806663,0.0,2230000.0,185,135.1844873,36.23691447,0.8559611027697793
707,707,624.89,3581.806663,7114.30303,2934824.561,1142,135.2022635,36.23691447,9.100509524703282
708,708,306.8,0.0,1513.0,3192774.869,308,135.2200397,36.23691447,1.915605257312957
709,709,204.43,3581.806663,2123.5,3400694.444,279,135.237816,36.23691447,1.6657704566483051
710,710,99.65,2612.805121,884.5,0.0,102,135.2555922,36.23691447,0.14091667328129368
711,711,29.46,946.7449113,0.0,0.0,46,135.2733684,36.23691447,-0.3415229417952749
712,712,28.13,895.1404532,0.0,0.0,23,135.2911446,36.23691447,-0.5396677837017227
713,713,124.06,895.1404532,0.0,0.0,68,135.3089209,36.23691447,-0.15199309301519442
714,714,328.97,895.1404532,120.0,1682000.0,255,135.3266971,36.23691447,1.45901062161549
715,715,271.26,895.1404532,83.33333333,1684444.444,398,135.3444733,36.23691447,2.690954638686014
716,716,28.88,917.1288215,0.0,0.0,39,135.3622495,36.23691447,-0.40182789367984606
717,717,123.54,1180.989241,0.0,0.0,23,135.3800258,36.23691447,-0.5396677837017227
718,718,51.23,1180.989241,8116.0,0.0,150,135.397802,36.23691447,0.5544363433469239
719,719,17.36,1180.989241,0.0,0.0,18,135.4155782,36.23691447,-0.5827427493335593
720,720,183.66,1180.989241,0.0,0.0,34,135.4333544,36.23691447,-0.4449028593116825
721,721,305.54,1180.989241,177.0,1276666.667,395,135.4511307,36.23691447,2.665109659306912
722,722,152.9,1179.425756,92.0,1223750.0,236,135.4689069,36.23691447,1.2953257522145114
723,723,13.86,812.0067069,0.0,0.0,15,135.4866831,36.23691447,-0.6085877287126612
724,724,54.28,812.0067069,0.0,0.0,59,135.5044593,36.23691447,-0.2295280311525001
725,725,16.16,812.0067069,0.0,0.0,24,135.5222356,36.23691447,-0.5310527905753555
726,726,6.65,812.0067069,0.0,0.0,13,135.5400118,36.23691447,-0.6258177149653957
727,727,11.68,812.0067069,0.0,0.0,4,135.557788,36.23691447,-0.7033526531027015
728,728,5.63,772.0509011,0.0,0.0,12,135.5755642,36.23691447,-0.634432708091763
729,729,12.41,772.0509011,0.0,0.0,11,135.5933404,36.23691447,-0.6430477012181304
730,730,4.83,772.0509011,0.0,0.0,7,135.6111167,36.23691447,-0.6775076737235995
731,731,5.94,781.4756887,0.0,0.0,5,135.6288929,36.23691447,-0.6947376599763341
732,732,51.05,788.6149032,0.0,0.0,16,135.6466691,36.23691447,-0.5999727355862938
733,733,39.94,788.6149032,0.0,0.0,73,135.6644453,36.23691447,-0.10891812738335793
734,734,10.35,788.6149032,0.0,0.0,10,135.6822216,36.23691447,-0.6516626943444976
735,735,7.75,0.0,24.0,0.0,6,135.6999978,36.23691447,-0.6861226668499668
736,736,0.0,0.0,0.0,0.0,0,135.717774,36.23691447,
737,737,1.0,0.0,0.0,0.0,1,135.7355502,36.23691447,-0.7291976324818034
738,738,0.0,0.0,0.0,0.0,0,135.7533265,36.23691447,
739,739,0.0,0.0,0.0,0.0,0,135.7711027,36.23691447,
740,740,5.94,658.1882575,0.0,0.0,1,134.686753,36.25203595,-0.7291976324818034
741,741,22.35,634.1370227,0.0,0.0,26,134.7045293,36.25203595,-0.5138228043226208
742,742,6.85,638.2386389,0.0,0.0,17,134.7223055,36.25203595,-0.5913577424599266
743,743,11.01,551.1497093,0.0,0.0,4,134.7400817,36.25203595,-0.7033526531027015
744,744,67.93,551.1497093,0.0,0.0,37,134.7578579,36.25203595,-0.41905787993258065
745,745,100.03,551.1497093,0.0,0.0,126,134.7756341,36.25203595,0.3476765083141088
746,746,48.26,551.1497093,0.0,0.0,52,134.7934104,36.25203595,-0.28983298303707117
747,747,30.69,545.9382756,0.0,0.0,41,134.8111866,36.25203595,-0.3845979074271114
748,748,70.26,529.782831,0.0,0.0,35,134.8289628,36.25203595,-0.43628786618531523
749,749,61.05,529.782831,0.0,0.0,100,134.846739,36.25203595,0.12368668702855909
750,750,15.19,529.782831,0.0,0.0,22,134.8645153,36.25203595,-0.5482827768280901
751,751,18.57,529.782831,0.0,0.0,31,134.8822915,36.25203595,-0.4707478386907844
752,752,19.07,529.782831,0.0,0.0,28,134.9000677,36.25203595,-0.4965928180698863
753,753,23.64,529.782831,0.0,0.0,19,134.9178439,36.25203595,-0.5741277562071919
754,754,35.46,529.782831,0.0,0.0,47,134.9356202,36.25203595,-0.33290794866890766
755,755,79.59,529.782831,0.0,0.0,27,134.9533964,36.25203595,-0.5052078111962536
756,756,32.4,794.7078876,217.0,0.0,71,134.9711726,36.25203595,-0.12614811363609252
757,757,40.08,810.5243089,0.0,0.0,49,134.9889488,36.25203595,-0.3156779624161731
758,758,57.75,810.5243089,42.0,0.0,58,135.0067251,36.25203595,-0.23814302427886738
759,759,151.91,810.5243089,0.0,0.0,62,135.0245013,36.25203595,-0.2036830517733982
760,760,192.87,810.5243089,119.3333333,1548571.429,299,135.0422775,36.25203595,1.8380703191756511
761,761,16.38,810.5243089,0.0,0.0,23,135.0600537,36.25203595,-0.5396677837017227
762,762,10.32,810.5243089,0.0,0.0,32,135.07783,36.25203595,-0.46213284556441714
763,763,1.0,776.898042,0.0,0.0,14,135.0956062,36.25203595,-0.6172027218390285
764,764,11.25,653.6017301,0.0,0.0,21,135.1133824,36.25203595,-0.5568977699544574
765,765,15.05,653.6017301,0.0,0.0,31,135.1311586,36.25203595,-0.4707478386907844
766,766,10.03,653.6017301,0.0,0.0,23,135.1489349,36.25203595,-0.5396677837017227
767,767,45.05,3581.806663,0.0,0.0,38,135.1667111,36.25203595,-0.4104428868062133
768,768,314.87,3581.806663,0.0,0.0,114,135.1844873,36.25203595,0.24429659079770125
769,769,430.18,3581.806663,520.1176471,2483068.182,724,135.2022635,36.25203595,5.499442397881753
770,770,39.23,0.0,25.0,2870000.0,71,135.2200397,36.25203595,-0.12614811363609252
771,771,68.07,0.0,0.0,3208484.848,97,135.237816,36.25203595,0.0978417076494572
772,772,61.58,1092.957542,0.0,0.0,40,135.2555922,36.25203595,-0.39321290055347874
773,773,80.66,1092.957542,0.0,2824615.385,125,135.2733684,36.25203595,0.3390615151877415
774,774,5.7,976.5945488,0.0,0.0,17,135.2911446,36.25203595,-0.5913577424599266
775,775,17.5,895.1404532,128.0,0.0,28,135.3089209,36.25203595,-0.4965928180698863
776,776,11.28,895.1404532,0.0,0.0,18,135.3266971,36.25203595,-0.5827427493335593
777,777,19.23,895.1404532,0.0,620000.0,24,135.3444733,36.25203595,-0.5310527905753555
778,778,34.63,970.3638184,0.0,0.0,38,135.3622495,36.25203595,-0.4104428868062133
779,779,17.09,1180.989241,0.0,0.0,33,135.3800258,36.25203595,-0.4535178524380498
780,780,56.01,1180.989241,0.0,0.0,54,135.397802,36.25203595,-0.2726029967843366
781,781,34.2,1180.989241,0.0,0.0,61,135.4155782,36.25203595,-0.2122980448997655
782,782,3.58,1180.989241,0.0,0.0,13,135.4333544,36.25203595,-0.6258177149653957
783,783,2.36,1180.989241,0.0,0.0,17,135.4511307,36.25203595,-0.5913577424599266
784,784,179.95,982.3063379,0.0,0.0,13,135.4689069,36.25203595,-0.6258177149653957
785,785,330.99,812.0067069,76.0,0.0,332,135.4866831,36.25203595,2.122365092345772
786,786,196.91,812.0067069,101.0,0.0,329,135.5044593,36.25203595,2.09652011296667
787,787,7.15,812.0067069,0.0,0.0,13,135.5222356,36.25203595,-0.6258177149653957
788,788,3.53,886.0004784,0.0,0.0,3,135.5400118,36.25203595,-0.7119676462290687
789,789,4.68,1033.988021,0.0,0.0,7,135.557788,36.25203595,-0.6775076737235995
790,790,12.7,772.0509011,0.0,0.0,13,135.5755642,36.25203595,-0.6258177149653957
791,791,2.35,772.0509011,0.0,0.0,1,135.5933404,36.25203595,-0.7291976324818034
792,792,1.15,770.3388558,0.0,0.0,3,135.6111167,36.25203595,-0.7119676462290687
793,793,0.0,777.6492747,0.0,0.0,5,135.6288929,36.25203595,-0.6947376599763341
794,794,2.39,788.6149032,0.0,0.0,1,135.6466691,36.25203595,-0.7291976324818034
795,795,8.81,788.6149032,0.0,0.0,14,135.6644453,36.25203595,-0.6172027218390285
796,796,13.14,788.6149032,0.0,0.0,12,135.6822216,36.25203595,-0.634432708091763
797,797,6.35,788.6149032,0.0,0.0,10,135.6999978,36.25203595,-0.6516626943444976
798,798,0.0,0.0,0.0,0.0,0,135.717774,36.25203595,
799,799,0.0,0.0,0.0,0.0,0,135.7355502,36.25203595,
800,800,1.18,0.0,0.0,0.0,1,135.7533265,36.25203595,-0.7291976324818034
801,801,0.0,0.0,0.0,0.0,0,135.7711027,36.25203595,
802,802,3.54,574.8106436,0.0,0.0,6,134.686753,36.26715744,-0.6861226668499668
803,803,4.6,560.9143746,0.0,0.0,9,134.7045293,36.26715744,-0.6602776874708649
804,804,18.54,533.6681357,0.0,0.0,33,134.7223055,36.26715744,-0.4535178524380498
805,805,4.78,551.1497093,0.0,0.0,5,134.7400817,36.26715744,-0.6947376599763341
806,806,15.74,551.1497093,0.0,0.0,15,134.7578579,36.26715744,-0.6085877287126612
807,807,5.14,545.1404184,0.0,0.0,6,134.7756341,36.26715744,-0.6861226668499668
808,808,29.99,551.1497093,0.0,0.0,35,134.7934104,36.26715744,-0.43628786618531523
809,809,4.83,551.1497093,0.0,0.0,7,134.8111866,36.26715744,-0.6775076737235995
810,810,20.27,529.782831,0.0,0.0,9,134.8289628,36.26715744,-0.6602776874708649
811,811,23.45,529.782831,0.0,0.0,35,134.846739,36.26715744,-0.43628786618531523
812,812,6.05,529.782831,0.0,0.0,10,134.8645153,36.26715744,-0.6516626943444976
813,813,1.18,728.2772846,0.0,0.0,1,134.8822915,36.26715744,-0.7291976324818034
814,814,3.2,678.6536712,0.0,0.0,4,134.9000677,36.26715744,-0.7033526531027015
815,815,3.68,629.0300578,235.0,0.0,8,134.9178439,36.26715744,-0.6688926805972323
816,816,6.45,586.495532,0.0,0.0,7,134.9356202,36.26715744,-0.6775076737235995
817,817,5.1,614.0052743,0.0,0.0,10,134.9533964,36.26715744,-0.6516626943444976
818,818,4.71,810.5243089,0.0,0.0,14,134.9711726,36.26715744,-0.6172027218390285
819,819,10.62,810.5243089,0.0,0.0,19,134.9889488,36.26715744,-0.5741277562071919
820,820,2.1,810.5243089,0.0,0.0,6,135.0067251,36.26715744,-0.6861226668499668
821,821,236.89,810.5243089,0.0,0.0,16,135.0245013,36.26715744,-0.5999727355862938
822,822,254.17,810.5243089,0.0,0.0,391,135.0422775,36.26715744,2.630649686801443
823,823,62.88,810.5243089,0.0,0.0,141,135.0600537,36.26715744,0.47690140520961827
824,824,9.18,810.5243089,0.0,0.0,28,135.07783,36.26715744,-0.4965928180698863
825,825,27.35,724.2168906,0.0,0.0,20,135.0956062,36.26715744,-0.5655127630808247
826,826,75.34,653.6017301,0.0,0.0,61,135.1133824,36.26715744,-0.2122980448997655
827,827,59.17,653.6017301,0.0,0.0,93,135.1311586,36.26715744,0.06338173514398801
828,828,14.73,653.6017301,0.0,0.0,21,135.1489349,36.26715744,-0.5568977699544574
829,829,37.52,0.0,0.0,0.0,36,135.1667111,36.26715744,-0.4276728730589479
830,830,115.16,0.0,65854.0,0.0,99,135.1844873,36.26715744,0.11507169390219178
831,831,217.51,0.0,70.0,0.0,244,135.2022635,36.26715744,1.3642456972254497
832,832,104.35,0.0,0.0,0.0,61,135.2200397,36.26715744,-0.2122980448997655
833,833,193.25,0.0,0.0,1984661.017,182,135.237816,36.26715744,0.8301161233906774
834,834,136.29,1092.957542,0.0,0.0,180,135.2555922,36.26715744,0.8128861371379429
835,835,57.34,1092.957542,0.0,0.0,107,135.2733684,36.26715744,0.18399163891313017
836,836,9.29,923.4000374,0.0,0.0,14,135.2911446,36.26715744,-0.6172027218390285
837,837,20.29,895.1404532,0.0,0.0,25,135.3089209,36.26715744,-0.5224377974489882
838,838,14.49,1024.151598,0.0,0.0,23,135.3266971,36.26715744,-0.5396677837017227
839,839,1.25,1043.50327,56.0,0.0,8,135.3444733,36.26715744,-0.6688926805972323
840,840,7.25,1101.760712,0.0,0.0,10,135.3622495,36.26715744,-0.6516626943444976
841,841,21.89,1163.382901,0.0,0.0,10,135.3800258,36.26715744,-0.6516626943444976
842,842,198.7,1180.989241,0.0,0.0,67,135.397802,36.26715744,-0.16060808614156172
843,843,161.77,1180.989241,748.6666667,1555000.0,303,135.4155782,36.26715744,1.8725302916811204
844,844,3.69,1180.989241,182.0,0.0,7,135.4333544,36.26715744,-0.6775076737235995
845,845,10.75,955.4999145,0.0,0.0,18,135.4511307,36.26715744,-0.5827427493335593
846,846,6.59,812.0067069,0.0,0.0,12,135.4689069,36.26715744,-0.634432708091763
847,847,21.73,812.0067069,0.0,0.0,17,135.4866831,36.26715744,-0.5913577424599266
848,848,37.43,812.0067069,0.0,0.0,54,135.5044593,36.26715744,-0.2726029967843366
849,849,37.41,812.0067069,0.0,0.0,16,135.5222356,36.26715744,-0.5999727355862938
850,850,20.89,1018.852932,204.0,0.0,44,135.5400118,36.26715744,-0.35875292804800957
851,851,11.35,1033.988021,0.0,0.0,15,135.557788,36.26715744,-0.6085877287126612
852,852,12.23,1033.988021,0.0,0.0,1,135.5755642,36.26715744,-0.7291976324818034
853,853,6.4,769.6179945,0.0,2575000.0,19,135.5933404,36.26715744,-0.5741277562071919
854,854,2.3,769.4828331,0.0,0.0,4,135.6111167,36.26715744,-0.7033526531027015
855,855,1.18,772.6715114,0.0,0.0,6,135.6288929,36.26715744,-0.6861226668499668
856,856,6.25,788.6149032,73.0,0.0,4,135.6466691,36.26715744,-0.7033526531027015
857,857,21.1,788.6149032,0.0,0.0,10,135.6644453,36.26715744,-0.6516626943444976
858,858,33.0,788.6149032,0.0,0.0,25,135.6822216,36.26715744,-0.5224377974489882
859,859,28.97,788.6149032,4073.0,801351.3514,53,135.6999978,36.26715744,-0.28121798991070385
860,860,2.18,0.0,0.0,0.0,2,135.717774,36.26715744,-0.720582639355436
861,861,0.0,0.0,0.0,0.0,0,135.7355502,36.26715744,
862,862,0.0,0.0,0.0,0.0,0,135.7533265,36.26715744,
863,863,6.0,0.0,0.0,0.0,0,135.7711027,36.26715744,
864,864,8.03,533.1218366,0.0,0.0,10,134.686753,36.28227892,-0.6516626943444976
865,865,26.93,533.1218366,0.0,3000000.0,35,134.7045293,36.28227892,-0.43628786618531523
866,866,18.96,533.1218366,81.5,0.0,27,134.7223055,36.28227892,-0.5052078111962536
867,867,10.8,537.6288048,0.0,0.0,16,134.7400817,36.28227892,-0.5999727355862938
868,868,5.45,533.1218366,0.0,0.0,4,134.7578579,36.28227892,-0.7033526531027015
869,869,15.9,533.1218366,0.0,0.0,29,134.7756341,36.28227892,-0.487977824943519
870,870,4.68,537.6288048,0.0,0.0,12,134.7934104,36.28227892,-0.634432708091763
871,871,9.63,728.2772846,0.0,0.0,11,134.8111866,36.28227892,-0.6430477012181304
872,872,20.49,569.4817217,0.0,0.0,15,134.8289628,36.28227892,-0.6085877287126612
873,873,11.58,544.4861238,0.0,0.0,27,134.846739,36.28227892,-0.5052078111962536
874,874,1.25,629.0300578,0.0,0.0,6,134.8645153,36.28227892,-0.6861226668499668
875,875,23.85,728.2772846,0.0,0.0,12,134.8822915,36.28227892,-0.634432708091763
876,876,38.83,728.2772846,0.0,0.0,50,134.9000677,36.28227892,-0.30706296928980575
877,877,21.09,842.7135382,0.0,0.0,18,134.9178439,36.28227892,-0.5827427493335593
878,878,6.04,2788.129849,0.0,0.0,8,134.9356202,36.28227892,-0.6688926805972323
879,879,6.23,1576.08404,0.0,0.0,8,134.9533964,36.28227892,-0.6688926805972323
880,880,1.2,2456.64065,0.0,0.0,4,134.9711726,36.28227892,-0.7033526531027015
881,881,0.0,1986.321695,0.0,0.0,14,134.9889488,36.28227892,-0.6172027218390285
882,882,4.71,2456.64065,0.0,0.0,18,135.0067251,36.28227892,-0.5827427493335593
883,883,15.39,1688.453024,0.0,0.0,15,135.0245013,36.28227892,-0.6085877287126612
884,884,12.01,810.5243089,0.0,0.0,33,135.0422775,36.28227892,-0.4535178524380498
885,885,6.97,810.5243089,0.0,0.0,23,135.0600537,36.28227892,-0.5396677837017227
886,886,9.24,810.5243089,0.0,0.0,23,135.07783,36.28227892,-0.5396677837017227
887,887,4.9,688.4734143,0.0,0.0,9,135.0956062,36.28227892,-0.6602776874708649
888,888,172.44,653.6017301,0.0,0.0,29,135.1133824,36.28227892,-0.487977824943519
889,889,190.56,653.6017301,40.5,1405000.0,355,135.1311586,36.28227892,2.32050993425222
890,890,37.06,653.6017301,0.0,0.0,27,135.1489349,36.28227892,-0.5052078111962536
891,891,185.64,3581.806663,3866.0,0.0,81,135.1667111,36.28227892,-0.03999818237241956
892,892,268.25,3581.806663,37654.0,2051341.463,398,135.1844873,36.28227892,2.690954638686014
893,893,52.24,0.0,0.0,0.0,46,135.2022635,36.28227892,-0.3415229417952749
894,894,101.62,0.0,85.5,0.0,98,135.2200397,36.28227892,0.10645670077582449
895,895,82.75,0.0,726.0,2052105.263,108,135.237816,36.28227892,0.19260663203949746
896,896,87.75,1092.957542,0.0,1747058.824,54,135.2555922,36.28227892,-0.2726029967843366
897,897,136.34,1092.957542,130.5,2795000.0,195,135.2733684,36.28227892,0.9421110340334523
898,898,13.31,1092.957542,0.0,0.0,16,135.2911446,36.28227892,-0.5999727355862938
899,899,14.22,1092.957542,0.0,0.0,25,135.3089209,36.28227892,-0.5224377974489882
900,900,7.28,1092.957542,0.0,0.0,17,135.3266971,36.28227892,-0.5913577424599266
901,901,1.0,1092.957542,0.0,0.0,9,135.3444733,36.28227892,-0.6602776874708649
902,902,10.95,1092.957542,0.0,0.0,16,135.3622495,36.28227892,-0.5999727355862938
903,903,1.2,1136.973392,0.0,0.0,6,135.3800258,36.28227892,-0.6861226668499668
904,904,25.44,1180.989241,0.0,0.0,11,135.397802,36.28227892,-0.6430477012181304
905,905,30.71,1180.989241,0.0,0.0,54,135.4155782,36.28227892,-0.2726029967843366
906,906,6.95,1180.989241,0.0,0.0,13,135.4333544,36.28227892,-0.6258177149653957
907,907,2.5,885.8032137,0.0,0.0,5,135.4511307,36.28227892,-0.6947376599763341
908,908,5.03,812.0067069,0.0,0.0,10,135.4689069,36.28227892,-0.6516626943444976
909,909,19.14,812.0067069,0.0,0.0,9,135.4866831,36.28227892,-0.6602776874708649
910,910,117.17,945.9609483,0.0,0.0,58,135.5044593,36.28227892,-0.23814302427886738
911,911,60.85,1033.988021,101.0,1990789.474,133,135.5222356,36.28227892,0.40798146019867987
912,912,15.31,1033.988021,0.0,0.0,21,135.5400118,36.28227892,-0.5568977699544574
913,913,1.18,1033.988021,0.0,0.0,3,135.557788,36.28227892,-0.7119676462290687
914,914,14.38,1033.988021,0.0,0.0,3,135.5755642,36.28227892,-0.7119676462290687
915,915,30.2,769.4828331,0.0,1709263.158,44,135.5933404,36.28227892,-0.35875292804800957
916,916,4.38,769.4828331,0.0,0.0,9,135.6111167,36.28227892,-0.6602776874708649
917,917,15.09,777.6822917,0.0,0.0,7,135.6288929,36.28227892,-0.6775076737235995
918,918,12.68,788.6149032,0.0,0.0,24,135.6466691,36.28227892,-0.5310527905753555
919,919,1.15,788.6149032,0.0,0.0,3,135.6644453,36.28227892,-0.7119676462290687
920,920,3.45,788.6149032,0.0,0.0,6,135.6822216,36.28227892,-0.6861226668499668
921,921,3.4,788.6149032,0.0,0.0,4,135.6999978,36.28227892,-0.7033526531027015
922,922,2.0,0.0,0.0,0.0,2,135.717774,36.28227892,-0.720582639355436
923,923,0.0,0.0,0.0,0.0,0,135.7355502,36.28227892,
924,924,0.0,0.0,0.0,0.0,0,135.7533265,36.28227892,
925,925,12.0,0.0,0.0,0.0,0,135.7711027,36.28227892,
926,926,32.5,533.1218366,0.0,0.0,18,134.686753,36.2974004,-0.5827427493335593
927,927,98.58,533.1218366,0.0,0.0,44,134.7045293,36.2974004,-0.35875292804800957
928,928,125.11,533.1218366,0.0,0.0,200,134.7223055,36.2974004,0.9851859996652887
929,929,16.76,533.1218366,0.0,0.0,13,134.7400817,36.2974004,-0.6258177149653957
930,930,12.42,533.1218366,0.0,0.0,26,134.7578579,36.2974004,-0.5138228043226208
931,931,10.93,533.1218366,0.0,0.0,23,134.7756341,36.2974004,-0.5396677837017227
932,932,2.23,533.1218366,0.0,0.0,5,134.7934104,36.2974004,-0.6947376599763341
933,933,1.0,728.2772846,0.0,0.0,9,134.8111866,36.2974004,-0.6602776874708649
934,934,14.66,728.2772846,0.0,0.0,18,134.8289628,36.2974004,-0.5827427493335593
935,935,9.78,728.2772846,0.0,0.0,15,134.846739,36.2974004,-0.6085877287126612
936,936,59.43,728.2772846,0.0,0.0,18,134.8645153,36.2974004,-0.5827427493335593
937,937,144.67,728.2772846,0.0,0.0,134,134.8822915,36.2974004,0.4165964533250472
938,938,179.56,728.2772846,107.5,4850000.0,200,134.9000677,36.2974004,0.9851859996652887
939,939,52.96,1045.177679,0.0,0.0,65,134.9178439,36.2974004,-0.1778380723942963
940,940,11.48,2788.129849,0.0,0.0,12,134.9356202,36.2974004,-0.634432708091763
941,941,7.1,2646.063049,0.0,0.0,14,134.9533964,36.2974004,-0.6172027218390285
942,942,11.24,2456.64065,0.0,0.0,17,134.9711726,36.2974004,-0.5913577424599266
943,943,14.15,2456.64065,0.0,0.0,30,134.9889488,36.2974004,-0.4793628318171517
944,944,22.68,2456.64065,203.0,0.0,27,135.0067251,36.2974004,-0.5052078111962536
945,945,4.84,2456.64065,0.0,0.0,19,135.0245013,36.2974004,-0.5741277562071919
946,946,5.71,2182.287926,0.0,0.0,12,135.0422775,36.2974004,-0.634432708091763
947,947,3.1,810.5243089,0.0,0.0,15,135.0600537,36.2974004,-0.6085877287126612
948,948,6.35,1432.378222,0.0,0.0,13,135.07783,36.2974004,-0.6258177149653957
949,949,4.49,673.2170525,0.0,0.0,8,135.0956062,36.2974004,-0.6688926805972323
950,950,15.08,653.6017301,0.0,0.0,25,135.1133824,36.2974004,-0.5224377974489882
951,951,2.15,653.6017301,7672.0,0.0,13,135.1311586,36.2974004,-0.6258177149653957
952,952,7.15,1019.627347,72.0,0.0,8,135.1489349,36.2974004,-0.6688926805972323
953,953,74.17,3581.806663,0.0,0.0,34,135.1667111,36.2974004,-0.4449028593116825
954,954,174.13,3581.806663,0.0,0.0,215,135.1844873,36.2974004,1.1144108965607982
955,955,96.34,3581.806663,0.0,1626666.667,56,135.2022635,36.2974004,-0.255373010531602
956,956,83.11,3581.806663,0.0,0.0,124,135.2200397,36.2974004,0.3304465220613742
957,957,28.13,3332.921751,0.0,0.0,27,135.237816,36.2974004,-0.5052078111962536
958,958,89.23,1092.957542,0.0,2061210.526,113,135.2555922,36.2974004,0.23568159767133395
959,959,45.66,1092.957542,0.0,2231071.429,44,135.2733684,36.2974004,-0.35875292804800957
960,960,36.91,1092.957542,0.0,0.0,37,135.2911446,36.2974004,-0.41905787993258065
961,961,107.93,1092.957542,0.0,1718181.818,77,135.3089209,36.2974004,-0.07445815487788875
962,962,88.01,1092.957542,128.5,0.0,144,135.3266971,36.2974004,0.5027463845887201
963,963,46.3,1092.957542,0.0,0.0,60,135.3444733,36.2974004,-0.2209130380261328
964,964,23.98,1092.957542,0.0,0.0,39,135.3622495,36.2974004,-0.40182789367984606
965,965,3.5,1107.629492,0.0,0.0,6,135.3800258,36.2974004,-0.6861226668499668
966,966,61.95,1180.989241,0.0,0.0,16,135.397802,36.2974004,-0.5999727355862938
967,967,32.91,1180.989241,45.0,0.0,79,135.4155782,36.2974004,-0.057228168625154154
968,968,7.03,1180.989241,412.0,0.0,20,135.4333544,36.2974004,-0.5655127630808247
969,969,1.18,1128.27745,0.0,0.0,7,135.4511307,36.2974004,-0.6775076737235995
970,970,18.86,812.0067069,0.0,0.0,21,135.4689069,36.2974004,-0.5568977699544574
971,971,19.37,852.3669459,0.0,0.0,11,135.4866831,36.2974004,-0.6430477012181304
972,972,126.56,1021.303375,0.0,1001666.667,35,135.5044593,36.2974004,-0.43628786618531523
973,973,117.49,1033.988021,0.0,1553600.0,197,135.5222356,36.2974004,0.9593410202861868
974,974,7.0,1033.988021,0.0,1318333.333,14,135.5400118,36.2974004,-0.6172027218390285
975,975,6.88,1033.988021,146.0,0.0,9,135.557788,36.2974004,-0.6602776874708649
976,976,39.98,857.6512291,0.0,0.0,3,135.5755642,36.2974004,-0.7119676462290687
977,977,83.29,769.4828331,0.0,3789000.0,74,135.5933404,36.2974004,-0.10030313425699064
978,978,44.65,769.4828331,0.0,0.0,86,135.6111167,36.2974004,0.0030767832594169268
979,979,5.98,782.2375465,0.0,0.0,3,135.6288929,36.2974004,-0.7119676462290687
980,980,53.24,788.6149032,0.0,1525795.455,11,135.6466691,36.2974004,-0.6430477012181304
981,981,64.49,788.6149032,78.0,1475509.554,105,135.6644453,36.2974004,0.16676165266039558
982,982,2.54,788.6149032,0.0,2546666.667,4,135.6822216,36.2974004,-0.7033526531027015
983,983,6.75,788.6149032,417.0,0.0,13,135.6999978,36.2974004,-0.6258177149653957
984,984,3.45,0.0,0.0,0.0,3,135.717774,36.2974004,-0.7119676462290687
985,985,0.0,0.0,0.0,0.0,0,135.7355502,36.2974004,
986,986,0.0,0.0,0.0,0.0,0,135.7533265,36.2974004,
987,987,1.18,533.1218366,0.0,0.0,1,134.686753,36.31252189,-0.7291976324818034
988,988,1.0,533.1218366,0.0,0.0,3,134.7045293,36.31252189,-0.7119676462290687
989,989,4.4,533.1218366,0.0,0.0,4,134.7223055,36.31252189,-0.7033526531027015
990,990,1.0,533.1218366,0.0,0.0,8,134.7400817,36.31252189,-0.6688926805972323
991,991,74.23,533.1218366,0.0,0.0,18,134.7578579,36.31252189,-0.5827427493335593
992,992,123.94,533.1218366,0.0,0.0,186,134.7756341,36.31252189,0.8645760958961466
993,993,18.67,533.1218366,0.0,0.0,28,134.7934104,36.31252189,-0.4965928180698863
994,994,69.33,720.4710667,0.0,0.0,25,134.8111866,36.31252189,-0.5224377974489882
995,995,141.63,728.2772846,2108.0,0.0,178,134.8289628,36.31252189,0.7956561508852082
996,996,6.93,728.2772846,0.0,0.0,13,134.846739,36.31252189,-0.6258177149653957
