k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度
939,52.96,1045.177679,0,0,65,134.9178439,36.2974004
940,11.48,2788.129849,0,0,12,134.9356202,36.2974004
941,7.1,2646.063049,0,0,14,134.9533964,36.2974004
942,11.24,2456.64065,0,0,17,134.9711726,36.2974004
943,14.15,2456.64065,0,0,30,134.9889488,36.2974004
944,22.68,2456.64065,203,0,27,135.0067251,36.2974004
945,4.84,2456.64065,0,0,19,135.0245013,36.2974004
946,5.71,2182.287926,0,0,12,135.0422775,36.2974004
947,3.1,810.5243089,0,0,15,135.0600537,36.2974004
948,6.35,1432.378222,0,0,13,135.07783,36.2974004
949,4.49,673.2170525,0,0,8,135.0956062,36.2974004
950,15.08,653.6017301,0,0,25,135.1133824,36.2974004
951,2.15,653.6017301,7672,0,13,135.1311586,36.2974004
952,7.15,1019.627347,72,0,8,135.1489349,36.2974004
953,74.17,3581.806663,0,0,34,135.1667111,36.2974004
954,174.13,3581.806663,0,0,215,135.1844873,36.2974004
955,96.34,3581.806663,0,1626666.667,56,135.2022635,36.2974004
956,83.11,3581.806663,0,0,124,135.2200397,36.2974004
957,28.13,3332.921751,0,0,27,135.237816,36.2974004
958,89.23,1092.957542,0,2061210.526,113,135.2555922,36.2974004
959,45.66,1092.957542,0,2231071.429,44,135.2733684,36.2974004
960,36.91,1092.957542,0,0,37,135.2911446,36.2974004
961,107.93,1092.957542,0,1718181.818,77,135.3089209,36.2974004
962,88.01,1092.957542,128.5,0,144,135.3266971,36.2974004
963,46.3,1092.957542,0,0,60,135.3444733,36.2974004
964,23.98,1092.957542,0,0,39,135.3622495,36.2974004
965,3.5,1107.629492,0,0,6,135.3800258,36.2974004
966,61.95,1180.989241,0,0,16,135.397802,36.2974004
967,32.91,1180.989241,45,0,79,135.4155782,36.2974004
968,7.03,1180.989241,412,0,20,135.4333544,36.2974004
969,1.18,1128.27745,0,0,7,135.4511307,36.2974004
970,18.86,812.0067069,0,0,21,135.4689069,36.2974004
971,19.37,852.3669459,0,0,11,135.4866831,36.2974004
972,126.56,1021.303375,0,1001666.667,35,135.5044593,36.2974004
973,117.49,1033.988021,0,1553600,197,135.5222356,36.2974004
974,7,1033.988021,0,1318333.333,14,135.5400118,36.2974004
975,6.88,1033.988021,146,0,9,135.557788,36.2974004
976,39.98,857.6512291,0,0,3,135.5755642,36.2974004
977,83.29,769.4828331,0,3789000,74,135.5933404,36.2974004
978,44.65,769.4828331,0,0,86,135.6111167,36.2974004
979,5.98,782.2375465,0,0,3,135.6288929,36.2974004
980,53.24,788.6149032,0,1525795.455,11,135.6466691,36.2974004
981,64.49,788.6149032,78,1475509.554,105,135.6644453,36.2974004
982,2.54,788.6149032,0,2546666.667,4,135.6822216,36.2974004
983,6.75,788.6149032,417,0,13,135.6999978,36.2974004
984,3.45,0,0,0,3,135.717774,36.2974004
985,0,0,0,0,0,135.7355502,36.2974004
986,0,0,0,0,0,135.7533265,36.2974004
987,1.18,533.1218366,0,0,1,134.686753,36.31252189
988,1,533.1218366,0,0,3,134.7045293,36.31252189
989,4.4,533.1218366,0,0,4,134.7223055,36.31252189
990,1,533.1218366,0,0,8,134.7400817,36.31252189
991,74.23,533.1218366,0,0,18,134.7578579,36.31252189
992,123.94,533.1218366,0,0,186,134.7756341,36.31252189
993,18.67,533.1218366,0,0,28,134.7934104,36.31252189
994,69.33,720.4710667,0,0,25,134.8111866,36.31252189
995,141.63,728.2772846,2108,0,178,134.8289628,36.31252189
996,6.93,728.2772846,0,0,13,134.846739,36.31252189
997,1.05,728.2772846,0,0,2,134.8645153,36.31252189
998,9.92,728.2772846,0,0,9,134.8822915,36.31252189
999,16.64,1586.549186,0,0,12,134.9000677,36.31252189
1000,29.85,2476.030975,0,0,33,134.9178439,36.31252189
1001,75.77,2788.129849,0,2000000,77,134.9356202,36.31252189
1002,45.41,2703.632602,0,0,51,134.9533964,36.31252189
1003,21.45,2456.64065,0,0,29,134.9711726,36.31252189
1004,16.18,2456.64065,0,0,16,134.9889488,36.31252189
1005,56.45,2456.64065,157174,0,64,135.0067251,36.31252189
1006,56,2456.64065,0,0,82,135.0245013,36.31252189
1007,9.61,2456.64065,0,0,11,135.0422775,36.31252189
1008,25.63,2010.270082,36,0,29,135.0600537,36.31252189
1009,47.53,1965.395862,1328,0,45,135.07783,36.31252189
1010,22.26,2563.972549,299,0,36,135.0956062,36.31252189
1011,11.91,2991.527326,0,0,14,135.1133824,36.31252189
1012,3.55,2241.930679,0,0,7,135.1311586,36.31252189
1013,612.61,2005.08093,0,0,13,135.1489349,36.31252189
1014,526.75,3581.806663,136.75,1470182.025,992,135.1667111,36.31252189
1015,170.37,3581.806663,2876.666667,1875173.745,304,135.1844873,36.31252189
1016,21.4,3581.806663,0,0,37,135.2022635,36.31252189
1017,34.85,3581.806663,0,0,34,135.2200397,36.31252189
1018,268.97,1640.504349,96,0,50,135.237816,36.31252189
1019,295.91,1092.957542,3194.5,1652000,505,135.2555922,36.31252189
1020,17.74,1092.957542,0,0,29,135.2733684,36.31252189
1021,22.42,1092.957542,396,0,23,135.2911446,36.31252189
1022,171.74,1110.419972,1957,2694545.455,57,135.3089209,36.31252189
1023,146.48,1092.957542,149.5,2380000,273,135.3266971,36.31252189
1024,44.08,1092.957542,0,0,38,135.3444733,36.31252189
1025,54.56,1092.957542,0,0,71,135.3622495,36.31252189
1026,28.2,1092.957542,0,0,29,135.3800258,36.31252189
1027,221.28,1120.870032,0,0,41,135.397802,36.31252189
1028,66.36,1180.617799,9785,0,237,135.4155782,36.31252189
1029,19.38,1180.080043,0,0,31,135.4333544,36.31252189
1030,7.9,1180.989241,0,0,13,135.4511307,36.31252189
1031,12.75,1027.246518,0,0,12,135.4689069,36.31252189
1032,9.19,1033.988021,0,0,12,135.4866831,36.31252189
1033,7.03,1033.988021,0,0,9,135.5044593,36.31252189
1034,48.77,1033.988021,1814,0,17,135.5222356,36.31252189
1035,56.17,1033.988021,103,0,66,135.5400118,36.31252189
1036,15.66,1033.988021,0,0,34,135.557788,36.31252189
1037,12.34,1033.988021,195.5,0,16,135.5755642,36.31252189
1038,25.21,769.4828331,0,0,28,135.5933404,36.31252189
1039,4.89,773.3092471,0,0,5,135.6111167,36.31252189
1040,6.6,1071.625421,0,0,11,135.6288929,36.31252189
1041,92.11,788.6149032,0,0,20,135.6466691,36.31252189
1042,83.44,788.6149032,0,0,147,135.6644453,36.31252189
1043,1.05,0,0,0,0,135.6822216,36.31252189
1044,0,0,0,0,4,135.6999978,36.31252189
1045,0,0,0,0,0,135.717774,36.31252189
1046,0,0,0,0,0,135.7355502,36.31252189
1047,0,0,0,0,0,135.7533265,36.31252189
1048,2.34,533.1218366,0,0,1,134.686753,36.32764337
1049,12.07,533.1218366,0,0,16,134.7045293,36.32764337
1050,6.41,533.1218366,0,0,6,134.7223055,36.32764337
1051,38,533.1218366,0,1586000,38,134.7400817,36.32764337
1052,56.82,533.1218366,3438.5,0,64,134.7578579,36.32764337
1053,18.28,533.1218366,0,0,31,134.7756341,36.32764337
1054,7.23,533.1218366,0,0,11,134.7934104,36.32764337
1055,0,728.2772846,0,0,2,134.8111866,36.32764337
1056,13.13,762.1042084,8798,0,15,134.8289628,36.32764337
1057,26.17,1215.384988,0,0,25,134.846739,36.32764337
1058,46.21,1218.890497,0,0,39,134.8645153,36.32764337
1059,162.92,2076.020749,0,0,28,134.8822915,36.32764337
1060,93.33,2788.129849,16300,0,168,134.9000677,36.32764337
1061,213.6,2788.129849,72,1528000,207,134.9178439,36.32764337
1062,231.29,6109.079783,0,1910000,277,134.9356202,36.32764337
1063,314.24,11076.84152,267.5714286,1900000,311,134.9533964,36.32764337
1064,162.02,3515.902065,150,1785000,197,134.9711726,36.32764337
1065,126.75,2456.64065,73892.5,0,144,134.9889488,36.32764337
1066,123.18,2456.64065,210611,0,142,135.0067251,36.32764337
1067,119.88,2456.64065,208,0,145,135.0245013,36.32764337
1068,14.66,2456.64065,0,0,33,135.0422775,36.32764337
1069,9.7,2196.56988,0,0,17,135.0600537,36.32764337
1070,25.89,1965.395862,0,0,17,135.07783,36.32764337
1071,143.38,4210.058439,210,1393500,64,135.0956062,36.32764337
1072,151.77,4518.566566,7,1255665.399,211,135.1133824,36.32764337
1073,122.05,4715.107519,13,2219473.684,64,135.1311586,36.32764337
1074,279.92,5535.220684,2474.5,1540196.078,166,135.1489349,36.32764337
1075,378.22,4680.002192,453.3333333,1485472.313,464,135.1667111,36.32764337
1076,168.77,3581.806663,212,2140020.492,240,135.1844873,36.32764337
1077,39.81,3581.806663,65,0,42,135.2022635,36.32764337
1078,22.31,3581.806663,0,0,34,135.2200397,36.32764337
1079,49.95,2901.91709,0,0,41,135.237816,36.32764337
1080,128.14,1099.463153,1901.666667,0,153,135.2555922,36.32764337
1081,59.24,1155.954915,0,0,79,135.2733684,36.32764337
1082,7.65,1715.0566,0,0,16,135.2911446,36.32764337
1083,13.03,2088.316035,0,0,8,135.3089209,36.32764337
1084,5.73,1441.668514,0,0,18,135.3266971,36.32764337
1085,9.25,1138.840073,0,0,17,135.3444733,36.32764337
1086,10.46,1092.957542,0,0,13,135.3622495,36.32764337
1087,1.2,1266.291547,0,0,3,135.3800258,36.32764337
1088,13.81,1152.804098,0,0,8,135.397802,36.32764337
1089,21.36,1155.935781,0,0,36,135.4155782,36.32764337
1090,5.61,1130.078199,0,0,9,135.4333544,36.32764337
1091,2.5,948.271002,0,0,2,135.4511307,36.32764337
1092,0,948.271002,0,0,2,135.4689069,36.32764337
1093,3.51,948.271002,0,0,5,135.4866831,36.32764337
1094,10.6,1033.988021,0,0,4,135.5044593,36.32764337
1095,21.62,1033.988021,0,0,24,135.5222356,36.32764337
1096,13.39,1033.988021,0,0,23,135.5400118,36.32764337
1097,2.15,1474.238277,0,0,6,135.557788,36.32764337
1098,1.25,2090.588635,0,0,5,135.5755642,36.32764337
1099,0,2354.738789,0,0,1,135.5933404,36.32764337
1100,1.2,2354.738789,0,0,1,135.6111167,36.32764337
1101,0,788.6149032,0,0,3,135.6288929,36.32764337
1102,1.2,0,0,0,0,135.6466691,36.32764337
1103,2.3,788.6149032,0,0,5,135.6644453,36.32764337
1104,1,0,0,0,1,135.6822216,36.32764337
1105,0,265.2633162,0,0,1,135.6999978,36.32764337
1106,0,0,0,0,0,135.717774,36.32764337
1107,0,0,0,0,0,135.7355502,36.32764337
1108,0,0,0,0,0,135.7533265,36.32764337
1109,0,457.5913206,0,0,1,134.5978719,36.34276485
1110,0,0,0,0,0,134.6156481,36.34276485
1111,0,0,0,0,0,134.6334244,36.34276485
1112,0,0,0,0,0,134.6512006,36.34276485
1113,0,0,0,0,0,134.6689768,36.34276485
1114,2.36,533.1218366,0,0,6,134.686753,36.34276485
1115,8.57,533.1218366,0,0,11,134.7045293,36.34276485
1116,160.6,533.1218366,0,0,6,134.7223055,36.34276485
1117,246.15,533.1218366,187.5,1100000,390,134.7400817,36.34276485
1118,35.92,533.1218366,0,0,46,134.7578579,36.34276485
1119,14.36,533.1218366,0,0,27,134.7756341,36.34276485
1120,1.18,533.1218366,0,0,4,134.7934104,36.34276485
1121,1,695.7513766,0,0,6,134.8111866,36.34276485
1122,28.21,1235.681142,0,0,4,134.8289628,36.34276485
1123,175.4,1235.681142,0,0,128,134.846739,36.34276485
1124,95.36,1233.621912,0,0,159,134.8645153,36.34276485
1125,131.09,1126.54195,0,0,4,134.8822915,36.34276485
1126,412.94,2788.129849,5641.142857,2351415.094,240,134.9000677,36.34276485
1127,771.92,2788.129849,3718,2425425.532,624,134.9178439,36.34276485
1128,1631.85,12211.61136,2063.289474,1852139.918,826,134.9356202,36.34276485
1129,1460.87,13958.42613,900.8744186,1690464.135,2080,134.9533964,36.34276485
1130,782.4,3737.27803,91.93617021,1501694.915,894,134.9711726,36.34276485
1131,132.89,2435.291788,23,1825000,299,134.9889488,36.34276485
1132,97.03,2056.529659,0,0,123,135.0067251,36.34276485
1133,448.34,2161.90287,209,0,176,135.0245013,36.34276485
1134,448.81,2456.64065,13772.22222,1741276.596,745,135.0422775,36.34276485
1135,20.61,2456.64065,0,0,25,135.0600537,36.34276485
1136,30.26,2460.503283,5292,0,31,135.07783,36.34276485
1137,93.56,2636.327973,818,0,91,135.0956062,36.34276485
1138,219.44,5151.368553,0,0,62,135.1133824,36.34276485
1139,697.81,5401.669437,308.3333333,1584266.348,324,135.1311586,36.34276485
1140,924.65,5556.855986,706.3962264,2432212.766,1022,135.1489349,36.34276485
1141,305.18,5544.379581,1198.238095,2352622.951,623,135.1667111,36.34276485
1142,30.46,4447.721879,0,0,40,135.1844873,36.34276485
1143,5.85,2653.356925,0,0,10,135.2022635,36.34276485
1144,6.94,3237.93639,19,0,9,135.2200397,36.34276485
1145,20.33,2823.222626,0,0,21,135.237816,36.34276485
1146,48.35,1959.882681,0,0,31,135.2555922,36.34276485
1147,55.21,1561.361539,93,0,68,135.2733684,36.34276485
1148,22.02,2088.316035,0,0,63,135.2911446,36.34276485
1149,19.97,2088.316035,0,0,20,135.3089209,36.34276485
1150,11.08,1668.111757,0,0,21,135.3266971,36.34276485
1151,19.02,1352.958549,0,0,27,135.3444733,36.34276485
1152,6.68,1352.958549,0,0,8,135.3622495,36.34276485
1153,10.2,1352.958549,0,0,8,135.3800258,36.34276485
1154,39.06,1152.804098,0,0,19,135.397802,36.34276485
1155,12.68,1152.804098,0,0,31,135.4155782,36.34276485
1156,2.45,1111.897479,0,0,10,135.4333544,36.34276485
1157,10.67,948.271002,0,0,4,135.4511307,36.34276485
1158,33.82,948.271002,0,0,37,135.4689069,36.34276485
1159,13.57,948.271002,0,0,13,135.4866831,36.34276485
1160,15.94,1021.742733,0,0,21,135.5044593,36.34276485
1161,3.43,1033.988021,0,0,9,135.5222356,36.34276485
1162,52.34,2090.588635,0,0,10,135.5400118,36.34276485
1163,9.17,2354.738789,204,0,49,135.557788,36.34276485
1164,5.78,2354.738789,0,0,5,135.5755642,36.34276485
1165,2.33,2354.738789,0,0,2,135.5933404,36.34276485
1166,1.2,396.1012129,0,0,4,135.6111167,36.34276485
1167,1.18,439.7138452,0,0,3,135.6288929,36.34276485
1168,2.23,265.2633162,0,0,3,135.6466691,36.34276485
1169,17.78,265.2633162,0,0,6,135.6644453,36.34276485
1170,21.07,265.2633162,0,0,36,135.6822216,36.34276485
1171,1.25,265.2633162,0,0,1,135.6999978,36.34276485
1172,3.48,265.2633162,0,0,4,135.717774,36.34276485
1173,2.05,0,0,0,0,135.7355502,36.34276485
1174,4.91,457.5913206,0,0,6,134.5800957,36.35788634
1175,7.12,457.5913206,0,0,16,134.5978719,36.35788634
1176,6.24,457.5913206,0,0,9,134.6156481,36.35788634
1177,0,0,0,0,0,134.6334244,36.35788634
1178,4.36,457.5913206,0,0,5,134.6512006,36.35788634
1179,7.73,457.5913206,0,0,9,134.6689768,36.35788634
1180,2.5,500.7516154,0,0,7,134.686753,36.35788634
1181,1.15,533.1218366,0,0,1,134.7045293,36.35788634
1182,1,533.1218366,0,0,2,134.7223055,36.35788634
1183,4.7,533.1218366,0,0,7,134.7400817,36.35788634
1184,0,533.1218366,0,0,5,134.7578579,36.35788634
1185,5.2,533.1218366,0,0,9,134.7756341,36.35788634
1186,1.2,1235.681142,0,0,1,134.7934104,36.35788634
1187,10.93,1235.681142,0,0,11,134.8111866,36.35788634
1188,20.05,1235.681142,290,0,27,134.8289628,36.35788634
1189,66.22,1235.681142,0,0,64,134.846739,36.35788634
1190,29.17,1137.832212,0,0,29,134.8645153,36.35788634
1191,102.65,1126.54195,0,0,34,134.8822915,36.35788634
1192,421.65,3321.256189,116.875,3857092.199,171,134.9000677,36.35788634
1193,342.6,2895.205553,4325.942857,2546627.219,536,134.9178439,36.35788634
1194,519.09,9077.381503,4580.5,2707936.508,374,134.9356202,36.35788634
1195,480.92,11855.3301,585.2702703,2608757.225,608,134.9533964,36.35788634
1196,481.9,2615.13307,304.5,1775319.149,416,134.9711726,36.35788634
1197,308.29,1241.009273,2238.818182,0,383,134.9889488,36.35788634
1198,202.59,1126.54195,0,0,215,135.0067251,36.35788634
1199,241.39,1997.985926,96.4,0,203,135.0245013,36.35788634
1200,184.94,2384.007274,232,2290000,293,135.0422775,36.35788634
1201,78.41,1145.3926,0,0,89,135.0600537,36.35788634
1202,28.87,1965.395862,0,0,28,135.07783,36.35788634
1203,136,1965.395862,267,2173541.667,34,135.0956062,36.35788634
1204,283.84,1997.897763,50810.5,3479330.709,221,135.1133824,36.35788634
1205,331.7,3147.423079,765.5,2796619.718,281,135.1311586,36.35788634
1206,409.99,5538.232925,1175.5,4016854.599,371,135.1489349,36.35788634
1207,425.44,5553.508527,437.875,3334096.386,516,135.1667111,36.35788634
1208,150.79,5014.882913,142,4046666.667,233,135.1844873,36.35788634
1209,88.06,2550.195843,31141,4774426.23,120,135.2022635,36.35788634
1210,7.43,2550.195843,0,0,19,135.2200397,36.35788634
1211,59.48,2261.520963,0,0,8,135.237816,36.35788634
1212,88.11,2088.316035,0,1780000,87,135.2555922,36.35788634
1213,203.65,2088.316035,992,2278333.333,128,135.2733684,36.35788634
1214,99.33,2088.316035,5041,2753333.333,215,135.2911446,36.35788634
1215,16.55,2027.036244,0,0,24,135.3089209,36.35788634
1216,67.77,1674.677449,0,2189545.455,32,135.3266971,36.35788634
1217,182.83,1352.958549,0,4031515.152,92,135.3444733,36.35788634
1218,141.4,1352.958549,0,2240312.5,247,135.3622495,36.35788634
1219,71.71,1334.76269,0,0,22,135.3800258,36.35788634
1220,264.55,1152.804098,146.4,1887500,133,135.397802,36.35788634
1221,244.59,1152.804098,106.125,2793777.778,383,135.4155782,36.35788634
1222,8.97,1139.168558,0,0,15,135.4333544,36.35788634
1223,74.55,948.271002,0,0,14,135.4511307,36.35788634
1224,95.63,948.271002,0,1915333.333,139,135.4689069,36.35788634
1225,63.31,1991.77936,0,0,62,135.4866831,36.35788634
1226,44.06,1625.98232,0,3031875,39,135.5044593,36.35788634
1227,22.03,2274.693288,0,1897500,33,135.5222356,36.35788634
1228,58.7,2354.738789,0,1614428.571,15,135.5400118,36.35788634
1229,57.4,2354.738789,6377,880000,96,135.557788,36.35788634
1230,10.08,2354.738789,0,0,13,135.5755642,36.35788634
1231,0,961.7551404,0,0,3,135.5933404,36.35788634
1232,3.77,265.2633162,0,0,4,135.6111167,36.35788634
1233,8.13,265.2633162,0,0,10,135.6288929,36.35788634
1234,0,265.2633162,0,0,3,135.6466691,36.35788634
1235,4.7,265.2633162,0,0,4,135.6644453,36.35788634
1236,5.75,265.2633162,0,0,5,135.6822216,36.35788634
1237,0,0,0,0,0,135.6999978,36.35788634
1238,0,0,0,0,0,135.717774,36.35788634
1239,0,0,0,0,0,135.7355502,36.35788634
1240,45.53,457.5913206,0,0,1,134.5800957,36.37300782
1241,152.05,457.5913206,5,720000,169,134.5978719,36.37300782
1242,23.18,457.5913206,0,1260000,42,134.6156481,36.37300782
1243,3.54,457.5913206,0,0,9,134.6334244,36.37300782
1244,4.78,457.5913206,0,0,7,134.6512006,36.37300782
1245,10.56,457.5913206,0,0,9,134.6689768,36.37300782
1246,3.6,457.5913206,0,0,10,134.686753,36.37300782
1247,3.9,533.1218366,0,0,4,134.7045293,36.37300782
1248,12.17,533.1218366,0,0,12,134.7223055,36.37300782
1249,13.96,533.1218366,0,0,19,134.7400817,36.37300782
1250,9.03,533.1218366,0,0,11,134.7578579,36.37300782
1251,17.55,508.8085241,432.6666667,0,21,134.7756341,36.37300782
1252,14.58,504.7563054,201.4,0,30,134.7934104,36.37300782
1253,95.41,1235.681142,0,0,12,134.8111866,36.37300782
1254,278.54,1235.681142,6101,0,199,134.8289628,36.37300782
1255,201.37,1232.783642,106,0,339,134.846739,36.37300782
1256,18.56,1126.54195,0,0,19,134.8645153,36.37300782
1257,172.72,1682.188393,204,0,34,134.8822915,36.37300782
1258,483.59,3488.039331,1205.583333,4019223.301,409,134.9000677,36.37300782
1259,909.75,3488.039331,3183.159091,4204285.714,524,134.9178439,36.37300782
1260,876.63,3488.039331,613.1287554,2190121.951,1168,134.9356202,36.37300782
1261,529.29,3496.643061,971.9358469,3894527.027,528,134.9533964,36.37300782
1262,455.21,3831.753731,2949.95,1506684.783,629,134.9711726,36.37300782
1263,171.03,1535.976432,108,0,174,134.9889488,36.37300782
1264,155.16,1473.748534,1088.333333,0,141,135.0067251,36.37300782
1265,216.75,2465.947031,0,0,248,135.0245013,36.37300782
1266,80.77,1823.875249,1178.8,0,103,135.0422775,36.37300782
1267,36.48,1148.617053,0,0,38,135.0600537,36.37300782
1268,73.67,1965.395862,16085.75,40600000,13,135.07783,36.37300782
1269,98.58,1965.395862,0,2657031.25,143,135.0956062,36.37300782
1270,91.72,1965.395862,0,1813333.333,99,135.1133824,36.37300782
1271,94.32,3815.601957,225,2848962.264,69,135.1311586,36.37300782
1272,153.69,5490.421797,0,2792195.122,140,135.1489349,36.37300782
1273,273.42,5465.457439,1379,3140610.687,191,135.1667111,36.37300782
1274,295.43,4024.247596,106.1666667,738292.6829,259,135.1844873,36.37300782
1275,177.04,2550.195843,1892,3359784.173,315,135.2022635,36.37300782
1276,59.39,2550.195843,101.5,2842222.222,92,135.2200397,36.37300782
1277,127.58,2088.316035,0,1945000,23,135.237816,36.37300782
1278,145.09,2088.316035,0,2012000,224,135.2555922,36.37300782
1279,75.21,2088.316035,199,0,81,135.2733684,36.37300782
1280,77.03,2088.316035,0,0,118,135.2911446,36.37300782
1281,8.89,2088.316035,0,0,11,135.3089209,36.37300782
1282,184.76,1352.958549,0,0,10,135.3266971,36.37300782
1283,205.26,1352.958549,809.5,3714814.815,232,135.3444733,36.37300782
1284,197.95,1352.958549,750.1666667,2668837.209,301,135.3622495,36.37300782
1285,91.78,1345.680205,0,0,55,135.3800258,36.37300782
1286,108.24,1152.804098,0,2911374.408,93,135.397802,36.37300782
1287,108.81,1152.804098,0,2839473.684,155,135.4155782,36.37300782
1288,26.81,1152.804098,0,0,38,135.4333544,36.37300782
1289,54.65,1028.62329,0,0,28,135.4511307,36.37300782
1290,112.97,948.271002,601,0,86,135.4689069,36.37300782
1291,126.18,2251.597818,6126.428571,0,150,135.4866831,36.37300782
1292,122.81,2354.738789,248,2702727.273,80,135.5044593,36.37300782
1293,133.87,2354.738789,57,2806666.667,130,135.5222356,36.37300782
1294,142.11,2354.738789,134,2584274.194,129,135.5400118,36.37300782
1295,17.33,2354.738789,6857,0,74,135.557788,36.37300782
1296,5.55,2354.738789,0,0,4,135.5755642,36.37300782
1297,3.48,2354.738789,0,0,7,135.5933404,36.37300782
1298,37.74,265.2633162,0,0,1,135.6111167,36.37300782
1299,37.71,265.2633162,0,1476666.667,70,135.6288929,36.37300782
1300,3.68,265.2633162,0,0,4,135.6466691,36.37300782
1301,0,0,0,0,0,135.6644453,36.37300782
1302,0,0,0,0,0,135.6822216,36.37300782
1303,0,0,0,0,0,135.6999978,36.37300782
1304,1,0,0,0,0,135.717774,36.37300782
1305,8.61,457.5913206,0,0,9,134.5800957,36.3881293
1306,23.87,457.5913206,0,0,30,134.5978719,36.3881293
1307,11.15,457.5913206,0,0,14,134.6156481,36.3881293
1308,0,457.5913206,0,0,1,134.6334244,36.3881293
1309,3.74,0,0,0,0,134.6512006,36.3881293
1310,37.36,457.5913206,0,0,21,134.6689768,36.3881293
1311,63.4,457.5913206,0,920000,88,134.686753,36.3881293
1312,7.8,457.5913206,22,0,9,134.7045293,36.3881293
1313,3.6,521.5017572,0,0,13,134.7223055,36.3881293
1314,4.88,533.1218366,0,0,9,134.7400817,36.3881293
1315,10.79,533.1218366,0,0,9,134.7578579,36.3881293
1316,23.19,504.7563054,0,0,22,134.7756341,36.3881293
1317,14.36,556.9652223,0,0,28,134.7934104,36.3881293
1318,6.79,1235.681142,0,0,9,134.8111866,36.3881293
1319,3.51,1235.681142,0,0,8,134.8289628,36.3881293
1320,19.43,1205.915908,0,0,11,134.846739,36.3881293
1321,34.59,1126.54195,0,0,47,134.8645153,36.3881293
1322,112.52,1489.84924,0,0,26,134.8822915,36.3881293
1323,618.5,3488.039331,2116.111111,2798027.344,242,134.9000677,36.3881293
1324,711.52,3488.039331,1165.141509,3095657.895,950,134.9178439,36.3881293
1325,413.66,3488.039331,387.8076923,3275660.377,564,134.9356202,36.3881293
1326,198.71,3539.571623,5888.214286,3105623.529,191,134.9533964,36.3881293
1327,212.18,3866.60348,55.75,3682000,284,134.9711726,36.3881293
1328,91.04,3866.60348,0,0,103,134.9889488,36.3881293
1329,124.03,2830.458316,2193,0,149,135.0067251,36.3881293
1330,130.84,3105.719092,16,0,117,135.0245013,36.3881293
1331,103.43,2421.272262,8422,1799047.619,147,135.0422775,36.3881293
1332,36.81,1168.484646,0,0,40,135.0600537,36.3881293
1333,20.7,1965.395862,0,10293750,17,135.07783,36.3881293
1334,37.8,2118.053243,547,17091666.67,45,135.0956062,36.3881293
1335,93.74,2300.779503,0,0,66,135.1133824,36.3881293
1336,276.41,4122.888561,292.5294118,0,128,135.1311586,36.3881293
1337,259.38,5446.584669,4258.666667,2405584.906,378,135.1489349,36.3881293
1338,158.5,4884.000194,0,2662636.364,160,135.1667111,36.3881293
1339,373.53,2550.195843,221.3333333,3023076.923,152,135.1844873,36.3881293
1340,452.44,2550.195843,735.6153846,2254318.841,538,135.2022635,36.3881293
1341,246.21,2550.195843,2619.25,1699094.077,382,135.2200397,36.3881293
1342,23.24,2088.316035,0,0,18,135.237816,36.3881293
1343,38.41,2088.316035,0,0,44,135.2555922,36.3881293
1344,121.28,2088.316035,63,0,32,135.2733684,36.3881293
1345,173.32,2088.316035,136.5,2307069.219,267,135.2911446,36.3881293
1346,17.8,1927.456585,0,0,32,135.3089209,36.3881293
1347,116.72,1352.958549,0,0,12,135.3266971,36.3881293
1348,72.88,1352.958549,0,5267647.059,163,135.3444733,36.3881293
1349,22.61,1352.958549,0,3023333.333,42,135.3622495,36.3881293
1350,10.38,1352.958549,287,0,15,135.3800258,36.3881293
1351,9.27,1152.804098,0,0,4,135.397802,36.3881293
1352,13.56,1152.804098,0,0,15,135.4155782,36.3881293
1353,7.06,1152.804098,0,0,9,135.4333544,36.3881293
1354,5.6,999.404276,0,0,4,135.4511307,36.3881293
1355,24.14,948.271002,0,0,16,135.4689069,36.3881293
1356,118.64,1592.902071,626,8515714.286,24,135.4866831,36.3881293
1357,345.32,2246.548959,10130.6,3164545.455,182,135.5044593,36.3881293
1358,1050.31,2354.738789,1244.566667,1731512.605,589,135.5222356,36.3881293
1359,707.27,2354.738789,2159.947368,1734285.714,1115,135.5400118,36.3881293
1360,158.27,2354.738789,2420,1332916.667,295,135.557788,36.3881293
1361,18.59,2354.738789,0,0,26,135.5755642,36.3881293
1362,15.28,1426.083023,0,0,9,135.5933404,36.3881293
1363,69.03,265.2633162,0,0,16,135.6111167,36.3881293
1364,95,265.2633162,264,0,144,135.6288929,36.3881293
1365,4.53,273.1185216,0,0,5,135.6466691,36.3881293
1366,2.3,284.9013297,0,0,2,135.6644453,36.3881293
1367,0,0,0,0,0,135.6822216,36.3881293
1368,0,0,0,0,0,135.6999978,36.3881293
1369,1.34,0,0,0,0,135.717774,36.3881293
1370,4.87,457.5913206,0,0,3,134.5800957,36.40325079
1371,11.26,457.5913206,0,0,17,134.5978719,36.40325079
1372,17.05,457.5913206,0,0,13,134.6156481,36.40325079
1373,18.7,457.5913206,203.5,0,32,134.6334244,36.40325079
1374,10.55,457.5913206,0,0,12,134.6512006,36.40325079
1375,34.06,457.5913206,0,0,20,134.6689768,36.40325079
1376,23.17,457.5913206,0,0,38,134.686753,36.40325079
1377,11.56,457.5913206,0,0,26,134.7045293,36.40325079
1378,13.29,457.5913206,0,0,17,134.7223055,36.40325079
