k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度
474,7.85,507.3720575,63,0,3,135.4689069,36.17642854
475,10.49,298.7775216,0,0,13,135.4866831,36.17642854
476,31.05,343.259723,0,670000,26,135.5044593,36.17642854
477,46.38,317.7038314,0,0,68,135.5222356,36.17642854
478,29.33,457.5249158,0,0,38,135.5400118,36.17642854
479,1.15,772.0509011,0,0,2,135.557788,36.17642854
480,1.34,0,0,0,0,135.5755642,36.17642854
481,7.2,772.0509011,0,0,6,135.5933404,36.17642854
482,42.8,772.0509011,0,0,8,135.6111167,36.17642854
483,59.38,772.0509011,0,0,80,135.6288929,36.17642854
484,12.46,0,0,0,21,135.6466691,36.17642854
485,47.79,0,0,0,13,135.6644453,36.17642854
486,77.96,42.86625018,0,0,68,135.6822216,36.17642854
487,129.52,0,324.2,2504615.385,82,135.6999978,36.17642854
488,120.88,0,1339.5,2160277.778,183,135.717774,36.17642854
489,6.3,0,0,0,6,135.7355502,36.17642854
490,4.75,0,0,0,8,135.7533265,36.17642854
491,3.65,0,34,0,4,135.7711027,36.17642854
492,347.85,658.1882575,0,1513333.333,13,134.686753,36.19155002
493,566.96,658.1882575,144.5,750000,736,134.7045293,36.19155002
494,205.9,658.1882575,62,0,312,134.7223055,36.19155002
495,34.58,658.1882575,37,0,43,134.7400817,36.19155002
496,30.86,658.1882575,0,0,45,134.7578579,36.19155002
497,4.4,658.1882575,0,0,7,134.7756341,36.19155002
498,19.93,658.1882575,0,0,24,134.7934104,36.19155002
499,9.1,750.4647546,0,0,11,134.8111866,36.19155002
500,17.82,1165.708991,79,0,17,134.8289628,36.19155002
501,357.05,1165.708991,0,0,39,134.846739,36.19155002
502,990.08,1165.708991,789.6666667,0,716,134.8645153,36.19155002
503,662.69,1165.708991,1132.769231,0,1187,134.8822915,36.19155002
504,130.48,1165.708991,204,0,109,134.9000677,36.19155002
505,191.41,1165.708991,0,0,252,134.9178439,36.19155002
506,233.45,1165.708991,0,0,167,134.9356202,36.19155002
507,166.92,1179.43126,0,0,294,134.9533964,36.19155002
508,68.44,1180.169016,19062,0,87,134.9711726,36.19155002
509,13.79,1180.169016,0,0,22,134.9889488,36.19155002
510,20.53,1164.097507,0,0,23,135.0067251,36.19155002
511,85.37,1180.169016,0,0,28,135.0245013,36.19155002
512,261.28,1180.169016,0,0,169,135.0422775,36.19155002
513,196.57,1180.169016,0,0,328,135.0600537,36.19155002
514,62.2,1180.169016,0,0,87,135.07783,36.19155002
515,40.51,1026.051762,0,0,41,135.0956062,36.19155002
516,37.24,653.6017301,0,0,46,135.1133824,36.19155002
517,63.59,653.6017301,31,1578461.538,94,135.1311586,36.19155002
518,15.17,653.6017301,0,0,15,135.1489349,36.19155002
519,43.69,2624.508896,24346,0,52,135.1667111,36.19155002
520,34.17,3581.806663,0,0,40,135.1844873,36.19155002
521,43.2,3581.806663,0,0,49,135.2022635,36.19155002
522,35.16,3581.806663,0,0,28,135.2200397,36.19155002
523,180.7,3503.930564,0,0,122,135.237816,36.19155002
524,66.37,3561.107569,0,0,153,135.2555922,36.19155002
525,17.88,1044.399687,0,0,36,135.2733684,36.19155002
526,4.71,895.1404532,73,0,12,135.2911446,36.19155002
527,24.7,895.1404532,0,0,24,135.3089209,36.19155002
528,29.99,895.1404532,73,0,58,135.3266971,36.19155002
529,10.94,1180.989241,0,0,10,135.3444733,36.19155002
530,33.8,1180.989241,0,0,27,135.3622495,36.19155002
531,38.92,1180.989241,212.5,0,58,135.3800258,36.19155002
532,11.78,1180.989241,0,0,18,135.397802,36.19155002
533,13.05,1180.989241,0,0,14,135.4155782,36.19155002
534,12.97,1180.989241,0,0,18,135.4333544,36.19155002
535,0,1180.989241,0,0,3,135.4511307,36.19155002
536,5.05,763.3028859,0,0,15,135.4689069,36.19155002
537,237.04,630.2088256,0,0,17,135.4866831,36.19155002
538,339.17,783.6702401,0,1370370.37,409,135.5044593,36.19155002
539,143.4,583.8124913,0,0,272,135.5222356,36.19155002
540,25.75,571.0756438,0,0,31,135.5400118,36.19155002
541,7.12,554.4597084,0,0,7,135.557788,36.19155002
542,48.61,772.0509011,0,1342083.333,13,135.5755642,36.19155002
543,74.17,772.0509011,30,1293562.5,80,135.5933404,36.19155002
544,41.12,772.0509011,0,1264375,58,135.6111167,36.19155002
545,17.9,772.0509011,0,2285000,19,135.6288929,36.19155002
546,3.2,772.0509011,0,0,4,135.6466691,36.19155002
547,46.72,772.0509011,0,0,7,135.6644453,36.19155002
548,86.57,0,2777,0,74,135.6822216,36.19155002
549,108.21,0,161.5,3180000,116,135.6999978,36.19155002
550,152.44,0,186,3180000,173,135.717774,36.19155002
551,16.9,0,202.8,0,23,135.7355502,36.19155002
552,3.75,0,201,0,9,135.7533265,36.19155002
553,0,0,0,0,0,135.7711027,36.19155002
554,180.09,658.1882575,0,0,1,134.686753,36.2066715
555,77.32,658.1882575,0,1690000,232,134.7045293,36.2066715
556,19.74,655.0400649,0,3050000,34,134.7223055,36.2066715
557,8.1,574.9360534,0,0,9,134.7400817,36.2066715
558,3.45,628.9959262,0,0,11,134.7578579,36.2066715
559,13.31,624.7387112,0,0,16,134.7756341,36.2066715
560,5,622.5087415,0,0,12,134.7934104,36.2066715
561,1.35,658.1882575,0,0,7,134.8111866,36.2066715
562,5.15,529.782831,0,0,5,134.8289628,36.2066715
563,54.66,711.4760197,0,0,7,134.846739,36.2066715
564,220.15,1165.708991,11414,0,313,134.8645153,36.2066715
565,252.12,1165.708991,2223,0,401,134.8822915,36.2066715
566,35.48,1165.708991,0,0,37,134.9000677,36.2066715
567,32.08,1165.708991,0,0,42,134.9178439,36.2066715
568,37.1,1165.708991,0,0,49,134.9356202,36.2066715
569,24.45,1173.340671,0,0,36,134.9533964,36.2066715
570,6.4,1180.169016,11,0,19,134.9711726,36.2066715
571,3.15,1056.954114,0,0,6,134.9889488,36.2066715
572,14.16,810.5243089,0,0,21,135.0067251,36.2066715
573,15.42,1158.42521,115,0,17,135.0245013,36.2066715
574,25.27,1159.046461,0,0,35,135.0422775,36.2066715
575,28.88,1173.568218,0,0,56,135.0600537,36.2066715
576,5.29,1143.204545,0,0,10,135.07783,36.2066715
577,16.39,653.6017301,0,0,15,135.0956062,36.2066715
578,167.64,653.6017301,0,0,35,135.1133824,36.2066715
579,236.44,653.6017301,438,1441538.462,355,135.1311586,36.2066715
580,34.85,653.6017301,0,2131785.714,38,135.1489349,36.2066715
581,293.96,2148.855313,0,896666.6667,47,135.1667111,36.2066715
582,1016.3,3581.806663,1378.166667,1771265.509,641,135.1844873,36.2066715
583,1089.55,3581.806663,1804.346154,1715836.257,1377,135.2022635,36.2066715
584,317.72,3581.806663,1577.636364,2283012.552,636,135.2200397,36.2066715
585,166.39,3581.806663,0,0,79,135.237816,36.2066715
586,282.95,3390.584868,816.4,1700000,281,135.2555922,36.2066715
587,129.94,895.1404532,0,0,262,135.2733684,36.2066715
588,6.75,895.1404532,0,0,19,135.2911446,36.2066715
589,5.3,895.1404532,0,0,15,135.3089209,36.2066715
590,8.35,895.1404532,0,0,16,135.3266971,36.2066715
591,2.35,1005.082295,0,0,13,135.3444733,36.2066715
592,92.44,1180.989241,46,0,34,135.3622495,36.2066715
593,223.92,1180.989241,0,933896.1039,203,135.3800258,36.2066715
594,318.59,1180.989241,0,1626666.667,308,135.397802,36.2066715
595,261.88,1180.989241,1207.6,1740000,372,135.4155782,36.2066715
596,23.88,1180.989241,0,0,34,135.4333544,36.2066715
597,12.86,1180.989241,0,0,17,135.4511307,36.2066715
598,5.85,867.7244746,0,0,14,135.4689069,36.2066715
599,40.25,601.2864354,0,0,11,135.4866831,36.2066715
600,69.87,807.0057943,0,0,103,135.5044593,36.2066715
601,125.22,705.025646,0,0,65,135.5222356,36.2066715
602,90.44,789.1475059,0,0,169,135.5400118,36.2066715
603,41.44,708.9879075,0,0,5,135.557788,36.2066715
604,168.82,772.0509011,0,0,90,135.5755642,36.2066715
605,279.46,772.0509011,55.75,1585122.411,237,135.5933404,36.2066715
606,131.21,772.0509011,151,1442469.88,251,135.6111167,36.2066715
607,16,772.0509011,0,0,16,135.6288929,36.2066715
608,7.48,772.0509011,0,0,10,135.6466691,36.2066715
609,3.86,783.8823312,0,0,7,135.6644453,36.2066715
610,30.64,772.0509011,0,0,9,135.6822216,36.2066715
611,49.52,0,126680,15011818.18,55,135.6999978,36.2066715
612,55.03,0,0,2569595.96,64,135.717774,36.2066715
613,27.42,0,0,0,27,135.7355502,36.2066715
614,2.6,0,0,0,3,135.7533265,36.2066715
615,0,0,0,0,0,135.7711027,36.2066715
616,3.34,0,0,0,0,134.686753,36.22179299
617,15.45,658.1882575,0,0,19,134.7045293,36.22179299
618,12.85,647.4844027,0,0,20,134.7223055,36.22179299
619,5.97,551.1497093,0,0,9,134.7400817,36.22179299
620,0,551.1497093,0,0,3,134.7578579,36.22179299
621,5.99,551.1497093,0,0,6,134.7756341,36.22179299
622,2.43,564.5295278,0,0,8,134.7934104,36.22179299
623,19.64,658.1882575,0,0,22,134.8111866,36.22179299
624,0,529.782831,0,0,2,134.8289628,36.22179299
625,5.83,620.6294253,0,0,14,134.846739,36.22179299
626,5.15,784.1532951,0,0,10,134.8645153,36.22179299
627,5.4,529.782831,0,0,9,134.8822915,36.22179299
628,2.23,847.7459112,0,0,8,134.9000677,36.22179299
629,3.4,953.7336046,0,0,6,134.9178439,36.22179299
630,10.08,1165.708991,0,0,14,134.9356202,36.22179299
631,11.07,1179.265265,0,0,16,134.9533964,36.22179299
632,0,810.5243089,0,0,4,134.9711726,36.22179299
633,13.01,810.5243089,105,0,17,134.9889488,36.22179299
634,1.2,810.5243089,0,0,9,135.0067251,36.22179299
635,4.79,916.1370824,0,0,7,135.0245013,36.22179299
636,11.71,810.5243089,0,0,31,135.0422775,36.22179299
637,6.65,810.5243089,95,0,14,135.0600537,36.22179299
638,1.15,810.5243089,0,0,4,135.07783,36.22179299
639,2.55,653.6017301,0,0,12,135.0956062,36.22179299
640,1.2,653.6017301,0,0,13,135.1133824,36.22179299
641,32.13,653.6017301,183,700000,34,135.1311586,36.22179299
642,53.32,653.6017301,0,726666.6667,59,135.1489349,36.22179299
643,221.98,3111.202298,0,0,56,135.1667111,36.22179299
644,1047.07,3581.806663,2784.833333,1866829.268,454,135.1844873,36.22179299
645,1514.97,3581.806663,565.9393939,1326602.787,1702,135.2022635,36.22179299
646,1484.32,3581.806663,731.2437186,1935962.733,1169,135.2200397,36.22179299
647,964.98,3581.806663,1273.829268,2916060.606,1557,135.237816,36.22179299
648,186.41,2034.147811,558.6666667,2260000,309,135.2555922,36.22179299
649,86.46,895.1404532,0,0,120,135.2733684,36.22179299
650,33.16,895.1404532,0,0,48,135.2911446,36.22179299
651,75.45,895.1404532,0,0,73,135.3089209,36.22179299
652,67.37,895.1404532,0,0,86,135.3266971,36.22179299
653,76.62,895.1404532,0,0,71,135.3444733,36.22179299
654,256.47,1051.676694,0,0,84,135.3622495,36.22179299
655,205.5,1180.989241,0,0,249,135.3800258,36.22179299
656,451.04,1180.989241,1137,0,336,135.397802,36.22179299
657,226.07,1180.989241,2000.428571,1225000,417,135.4155782,36.22179299
658,97.56,1180.989241,0,1816250,105,135.4333544,36.22179299
659,79.42,1180.989241,0,1200000,87,135.4511307,36.22179299
660,20.64,1180.989241,0,0,30,135.4689069,36.22179299
661,8.77,812.0067069,0,0,18,135.4866831,36.22179299
662,24.24,812.0067069,0,0,29,135.5044593,36.22179299
663,4.55,812.0067069,0,0,11,135.5222356,36.22179299
664,6.24,812.0067069,0,0,11,135.5400118,36.22179299
665,8.14,812.0067069,0,0,7,135.557788,36.22179299
666,49.68,772.0509011,0,0,23,135.5755642,36.22179299
667,37.38,772.0509011,0,1285797.101,73,135.5933404,36.22179299
668,9.46,772.0509011,33,0,16,135.6111167,36.22179299
669,3.48,772.0509011,0,0,6,135.6288929,36.22179299
670,4.15,782.4034024,0,0,8,135.6466691,36.22179299
671,2.33,788.6149032,0,0,7,135.6644453,36.22179299
672,3.43,788.6149032,142,0,3,135.6822216,36.22179299
673,29.32,0,82,0,17,135.6999978,36.22179299
674,13.9,0,63,3864074.074,25,135.717774,36.22179299
675,4.35,0,0,0,4,135.7355502,36.22179299
676,0,0,0,0,0,135.7533265,36.22179299
677,0,0,0,0,0,135.7711027,36.22179299
678,2.2,658.1882575,0,0,1,134.686753,36.23691447
679,18.16,658.1882575,95.66666667,0,20,134.7045293,36.23691447
680,9.5,651.4983483,0,0,16,134.7223055,36.23691447
681,102.56,551.1497093,0,0,11,134.7400817,36.23691447
682,155.06,551.1497093,0,0,180,134.7578579,36.23691447
683,73.16,551.1497093,73.2,0,121,134.7756341,36.23691447
684,12.54,551.1497093,214,0,19,134.7934104,36.23691447
685,9.34,533.6677179,0,0,11,134.8111866,36.23691447
686,10.28,529.782831,129.5,0,14,134.8289628,36.23691447
687,8.46,529.782831,124.5,0,25,134.846739,36.23691447
688,9.23,529.782831,0,0,12,134.8645153,36.23691447
689,11.3,529.782831,0,0,15,134.8822915,36.23691447
690,39.25,529.782831,0,0,36,134.9000677,36.23691447
691,113.43,529.782831,0,0,49,134.9178439,36.23691447
692,143.9,539.6676936,0,0,193,134.9356202,36.23691447
693,5.4,808.5197674,0,0,7,134.9533964,36.23691447
694,56.61,810.5243089,0,0,13,134.9711726,36.23691447
695,135.61,810.5243089,112.5,0,87,134.9889488,36.23691447
696,108,810.5243089,0,0,188,135.0067251,36.23691447
697,16.3,810.5243089,0,0,21,135.0245013,36.23691447
698,17.46,810.5243089,0,0,26,135.0422775,36.23691447
699,6.75,810.5243089,0,0,16,135.0600537,36.23691447
700,5.83,798.4533413,0,0,13,135.07783,36.23691447
701,6.38,653.6017301,0,0,10,135.0956062,36.23691447
702,6.94,653.6017301,0,0,14,135.1133824,36.23691447
703,16.04,653.6017301,0,0,21,135.1311586,36.23691447
704,21.66,653.6017301,0,0,30,135.1489349,36.23691447
705,73.12,3581.806663,0,0,25,135.1667111,36.23691447
706,757.63,3581.806663,0,2230000,185,135.1844873,36.23691447
707,624.89,3581.806663,7114.30303,2934824.561,1142,135.2022635,36.23691447
708,306.8,0,1513,3192774.869,308,135.2200397,36.23691447
709,204.43,3581.806663,2123.5,3400694.444,279,135.237816,36.23691447
710,99.65,2612.805121,884.5,0,102,135.2555922,36.23691447
711,29.46,946.7449113,0,0,46,135.2733684,36.23691447
712,28.13,895.1404532,0,0,23,135.2911446,36.23691447
713,124.06,895.1404532,0,0,68,135.3089209,36.23691447
714,328.97,895.1404532,120,1682000,255,135.3266971,36.23691447
715,271.26,895.1404532,83.33333333,1684444.444,398,135.3444733,36.23691447
716,28.88,917.1288215,0,0,39,135.3622495,36.23691447
717,123.54,1180.989241,0,0,23,135.3800258,36.23691447
718,51.23,1180.989241,8116,0,150,135.397802,36.23691447
719,17.36,1180.989241,0,0,18,135.4155782,36.23691447
720,183.66,1180.989241,0,0,34,135.4333544,36.23691447
721,305.54,1180.989241,177,1276666.667,395,135.4511307,36.23691447
722,152.9,1179.425756,92,1223750,236,135.4689069,36.23691447
723,13.86,812.0067069,0,0,15,135.4866831,36.23691447
724,54.28,812.0067069,0,0,59,135.5044593,36.23691447
725,16.16,812.0067069,0,0,24,135.5222356,36.23691447
726,6.65,812.0067069,0,0,13,135.5400118,36.23691447
727,11.68,812.0067069,0,0,4,135.557788,36.23691447
728,5.63,772.0509011,0,0,12,135.5755642,36.23691447
729,12.41,772.0509011,0,0,11,135.5933404,36.23691447
730,4.83,772.0509011,0,0,7,135.6111167,36.23691447
731,5.94,781.4756887,0,0,5,135.6288929,36.23691447
732,51.05,788.6149032,0,0,16,135.6466691,36.23691447
733,39.94,788.6149032,0,0,73,135.6644453,36.23691447
734,10.35,788.6149032,0,0,10,135.6822216,36.23691447
735,7.75,0,24,0,6,135.6999978,36.23691447
736,0,0,0,0,0,135.717774,36.23691447
737,1,0,0,0,1,135.7355502,36.23691447
738,0,0,0,0,0,135.7533265,36.23691447
739,0,0,0,0,0,135.7711027,36.23691447
740,5.94,658.1882575,0,0,1,134.686753,36.25203595
741,22.35,634.1370227,0,0,26,134.7045293,36.25203595
742,6.85,638.2386389,0,0,17,134.7223055,36.25203595
743,11.01,551.1497093,0,0,4,134.7400817,36.25203595
744,67.93,551.1497093,0,0,37,134.7578579,36.25203595
745,100.03,551.1497093,0,0,126,134.7756341,36.25203595
746,48.26,551.1497093,0,0,52,134.7934104,36.25203595
747,30.69,545.9382756,0,0,41,134.8111866,36.25203595
748,70.26,529.782831,0,0,35,134.8289628,36.25203595
749,61.05,529.782831,0,0,100,134.846739,36.25203595
750,15.19,529.782831,0,0,22,134.8645153,36.25203595
751,18.57,529.782831,0,0,31,134.8822915,36.25203595
752,19.07,529.782831,0,0,28,134.9000677,36.25203595
753,23.64,529.782831,0,0,19,134.9178439,36.25203595
754,35.46,529.782831,0,0,47,134.9356202,36.25203595
755,79.59,529.782831,0,0,27,134.9533964,36.25203595
756,32.4,794.7078876,217,0,71,134.9711726,36.25203595
757,40.08,810.5243089,0,0,49,134.9889488,36.25203595
758,57.75,810.5243089,42,0,58,135.0067251,36.25203595
759,151.91,810.5243089,0,0,62,135.0245013,36.25203595
760,192.87,810.5243089,119.3333333,1548571.429,299,135.0422775,36.25203595
761,16.38,810.5243089,0,0,23,135.0600537,36.25203595
762,10.32,810.5243089,0,0,32,135.07783,36.25203595
763,1,776.898042,0,0,14,135.0956062,36.25203595
764,11.25,653.6017301,0,0,21,135.1133824,36.25203595
765,15.05,653.6017301,0,0,31,135.1311586,36.25203595
766,10.03,653.6017301,0,0,23,135.1489349,36.25203595
767,45.05,3581.806663,0,0,38,135.1667111,36.25203595
768,314.87,3581.806663,0,0,114,135.1844873,36.25203595
769,430.18,3581.806663,520.1176471,2483068.182,724,135.2022635,36.25203595
770,39.23,0,25,2870000,71,135.2200397,36.25203595
771,68.07,0,0,3208484.848,97,135.237816,36.25203595
772,61.58,1092.957542,0,0,40,135.2555922,36.25203595
773,80.66,1092.957542,0,2824615.385,125,135.2733684,36.25203595
774,5.7,976.5945488,0,0,17,135.2911446,36.25203595
775,17.5,895.1404532,128,0,28,135.3089209,36.25203595
776,11.28,895.1404532,0,0,18,135.3266971,36.25203595
777,19.23,895.1404532,0,620000,24,135.3444733,36.25203595
778,34.63,970.3638184,0,0,38,135.3622495,36.25203595
779,17.09,1180.989241,0,0,33,135.3800258,36.25203595
780,56.01,1180.989241,0,0,54,135.397802,36.25203595
781,34.2,1180.989241,0,0,61,135.4155782,36.25203595
782,3.58,1180.989241,0,0,13,135.4333544,36.25203595
783,2.36,1180.989241,0,0,17,135.4511307,36.25203595
784,179.95,982.3063379,0,0,13,135.4689069,36.25203595
785,330.99,812.0067069,76,0,332,135.4866831,36.25203595
786,196.91,812.0067069,101,0,329,135.5044593,36.25203595
787,7.15,812.0067069,0,0,13,135.5222356,36.25203595
788,3.53,886.0004784,0,0,3,135.5400118,36.25203595
789,4.68,1033.988021,0,0,7,135.557788,36.25203595
790,12.7,772.0509011,0,0,13,135.5755642,36.25203595
791,2.35,772.0509011,0,0,1,135.5933404,36.25203595
792,1.15,770.3388558,0,0,3,135.6111167,36.25203595
793,0,777.6492747,0,0,5,135.6288929,36.25203595
794,2.39,788.6149032,0,0,1,135.6466691,36.25203595
795,8.81,788.6149032,0,0,14,135.6644453,36.25203595
796,13.14,788.6149032,0,0,12,135.6822216,36.25203595
797,6.35,788.6149032,0,0,10,135.6999978,36.25203595
798,0,0,0,0,0,135.717774,36.25203595
799,0,0,0,0,0,135.7355502,36.25203595
800,1.18,0,0,0,1,135.7533265,36.25203595
801,0,0,0,0,0,135.7711027,36.25203595
802,3.54,574.8106436,0,0,6,134.686753,36.26715744
803,4.6,560.9143746,0,0,9,134.7045293,36.26715744
804,18.54,533.6681357,0,0,33,134.7223055,36.26715744
805,4.78,551.1497093,0,0,5,134.7400817,36.26715744
806,15.74,551.1497093,0,0,15,134.7578579,36.26715744
807,5.14,545.1404184,0,0,6,134.7756341,36.26715744
808,29.99,551.1497093,0,0,35,134.7934104,36.26715744
809,4.83,551.1497093,0,0,7,134.8111866,36.26715744
810,20.27,529.782831,0,0,9,134.8289628,36.26715744
811,23.45,529.782831,0,0,35,134.846739,36.26715744
812,6.05,529.782831,0,0,10,134.8645153,36.26715744
813,1.18,728.2772846,0,0,1,134.8822915,36.26715744
814,3.2,678.6536712,0,0,4,134.9000677,36.26715744
815,3.68,629.0300578,235,0,8,134.9178439,36.26715744
816,6.45,586.495532,0,0,7,134.9356202,36.26715744
817,5.1,614.0052743,0,0,10,134.9533964,36.26715744
818,4.71,810.5243089,0,0,14,134.9711726,36.26715744
819,10.62,810.5243089,0,0,19,134.9889488,36.26715744
820,2.1,810.5243089,0,0,6,135.0067251,36.26715744
821,236.89,810.5243089,0,0,16,135.0245013,36.26715744
822,254.17,810.5243089,0,0,391,135.0422775,36.26715744
823,62.88,810.5243089,0,0,141,135.0600537,36.26715744
824,9.18,810.5243089,0,0,28,135.07783,36.26715744
825,27.35,724.2168906,0,0,20,135.0956062,36.26715744
826,75.34,653.6017301,0,0,61,135.1133824,36.26715744
827,59.17,653.6017301,0,0,93,135.1311586,36.26715744
828,14.73,653.6017301,0,0,21,135.1489349,36.26715744
829,37.52,0,0,0,36,135.1667111,36.26715744
830,115.16,0,65854,0,99,135.1844873,36.26715744
831,217.51,0,70,0,244,135.2022635,36.26715744
832,104.35,0,0,0,61,135.2200397,36.26715744
833,193.25,0,0,1984661.017,182,135.237816,36.26715744
834,136.29,1092.957542,0,0,180,135.2555922,36.26715744
835,57.34,1092.957542,0,0,107,135.2733684,36.26715744
836,9.29,923.4000374,0,0,14,135.2911446,36.26715744
837,20.29,895.1404532,0,0,25,135.3089209,36.26715744
838,14.49,1024.151598,0,0,23,135.3266971,36.26715744
839,1.25,1043.50327,56,0,8,135.3444733,36.26715744
840,7.25,1101.760712,0,0,10,135.3622495,36.26715744
841,21.89,1163.382901,0,0,10,135.3800258,36.26715744
842,198.7,1180.989241,0,0,67,135.397802,36.26715744
843,161.77,1180.989241,748.6666667,1555000,303,135.4155782,36.26715744
844,3.69,1180.989241,182,0,7,135.4333544,36.26715744
845,10.75,955.4999145,0,0,18,135.4511307,36.26715744
846,6.59,812.0067069,0,0,12,135.4689069,36.26715744
847,21.73,812.0067069,0,0,17,135.4866831,36.26715744
848,37.43,812.0067069,0,0,54,135.5044593,36.26715744
849,37.41,812.0067069,0,0,16,135.5222356,36.26715744
850,20.89,1018.852932,204,0,44,135.5400118,36.26715744
851,11.35,1033.988021,0,0,15,135.557788,36.26715744
852,12.23,1033.988021,0,0,1,135.5755642,36.26715744
853,6.4,769.6179945,0,2575000,19,135.5933404,36.26715744
854,2.3,769.4828331,0,0,4,135.6111167,36.26715744
855,1.18,772.6715114,0,0,6,135.6288929,36.26715744
856,6.25,788.6149032,73,0,4,135.6466691,36.26715744
857,21.1,788.6149032,0,0,10,135.6644453,36.26715744
858,33,788.6149032,0,0,25,135.6822216,36.26715744
859,28.97,788.6149032,4073,801351.3514,53,135.6999978,36.26715744
860,2.18,0,0,0,2,135.717774,36.26715744
861,0,0,0,0,0,135.7355502,36.26715744
862,0,0,0,0,0,135.7533265,36.26715744
863,6,0,0,0,0,135.7711027,36.26715744
864,8.03,533.1218366,0,0,10,134.686753,36.28227892
865,26.93,533.1218366,0,3000000,35,134.7045293,36.28227892
866,18.96,533.1218366,81.5,0,27,134.7223055,36.28227892
867,10.8,537.6288048,0,0,16,134.7400817,36.28227892
868,5.45,533.1218366,0,0,4,134.7578579,36.28227892
869,15.9,533.1218366,0,0,29,134.7756341,36.28227892
870,4.68,537.6288048,0,0,12,134.7934104,36.28227892
871,9.63,728.2772846,0,0,11,134.8111866,36.28227892
872,20.49,569.4817217,0,0,15,134.8289628,36.28227892
873,11.58,544.4861238,0,0,27,134.846739,36.28227892
874,1.25,629.0300578,0,0,6,134.8645153,36.28227892
875,23.85,728.2772846,0,0,12,134.8822915,36.28227892
876,38.83,728.2772846,0,0,50,134.9000677,36.28227892
877,21.09,842.7135382,0,0,18,134.9178439,36.28227892
878,6.04,2788.129849,0,0,8,134.9356202,36.28227892
879,6.23,1576.08404,0,0,8,134.9533964,36.28227892
880,1.2,2456.64065,0,0,4,134.9711726,36.28227892
881,0,1986.321695,0,0,14,134.9889488,36.28227892
882,4.71,2456.64065,0,0,18,135.0067251,36.28227892
883,15.39,1688.453024,0,0,15,135.0245013,36.28227892
884,12.01,810.5243089,0,0,33,135.0422775,36.28227892
885,6.97,810.5243089,0,0,23,135.0600537,36.28227892
886,9.24,810.5243089,0,0,23,135.07783,36.28227892
887,4.9,688.4734143,0,0,9,135.0956062,36.28227892
888,172.44,653.6017301,0,0,29,135.1133824,36.28227892
889,190.56,653.6017301,40.5,1405000,355,135.1311586,36.28227892
890,37.06,653.6017301,0,0,27,135.1489349,36.28227892
891,185.64,3581.806663,3866,0,81,135.1667111,36.28227892
892,268.25,3581.806663,37654,2051341.463,398,135.1844873,36.28227892
893,52.24,0,0,0,46,135.2022635,36.28227892
894,101.62,0,85.5,0,98,135.2200397,36.28227892
895,82.75,0,726,2052105.263,108,135.237816,36.28227892
896,87.75,1092.957542,0,1747058.824,54,135.2555922,36.28227892
897,136.34,1092.957542,130.5,2795000,195,135.2733684,36.28227892
898,13.31,1092.957542,0,0,16,135.2911446,36.28227892
899,14.22,1092.957542,0,0,25,135.3089209,36.28227892
900,7.28,1092.957542,0,0,17,135.3266971,36.28227892
901,1,1092.957542,0,0,9,135.3444733,36.28227892
902,10.95,1092.957542,0,0,16,135.3622495,36.28227892
903,1.2,1136.973392,0,0,6,135.3800258,36.28227892
904,25.44,1180.989241,0,0,11,135.397802,36.28227892
905,30.71,1180.989241,0,0,54,135.4155782,36.28227892
906,6.95,1180.989241,0,0,13,135.4333544,36.28227892
907,2.5,885.8032137,0,0,5,135.4511307,36.28227892
908,5.03,812.0067069,0,0,10,135.4689069,36.28227892
909,19.14,812.0067069,0,0,9,135.4866831,36.28227892
910,117.17,945.9609483,0,0,58,135.5044593,36.28227892
911,60.85,1033.988021,101,1990789.474,133,135.5222356,36.28227892
912,15.31,1033.988021,0,0,21,135.5400118,36.28227892
913,1.18,1033.988021,0,0,3,135.557788,36.28227892
914,14.38,1033.988021,0,0,3,135.5755642,36.28227892
915,30.2,769.4828331,0,1709263.158,44,135.5933404,36.28227892
916,4.38,769.4828331,0,0,9,135.6111167,36.28227892
917,15.09,777.6822917,0,0,7,135.6288929,36.28227892
918,12.68,788.6149032,0,0,24,135.6466691,36.28227892
919,1.15,788.6149032,0,0,3,135.6644453,36.28227892
920,3.45,788.6149032,0,0,6,135.6822216,36.28227892
921,3.4,788.6149032,0,0,4,135.6999978,36.28227892
922,2,0,0,0,2,135.717774,36.28227892
923,0,0,0,0,0,135.7355502,36.28227892
924,0,0,0,0,0,135.7533265,36.28227892
925,12,0,0,0,0,135.7711027,36.28227892
926,32.5,533.1218366,0,0,18,134.686753,36.2974004
927,98.58,533.1218366,0,0,44,134.7045293,36.2974004
928,125.11,533.1218366,0,0,200,134.7223055,36.2974004
929,16.76,533.1218366,0,0,13,134.7400817,36.2974004
930,12.42,533.1218366,0,0,26,134.7578579,36.2974004
931,10.93,533.1218366,0,0,23,134.7756341,36.2974004
932,2.23,533.1218366,0,0,5,134.7934104,36.2974004
933,1,728.2772846,0,0,9,134.8111866,36.2974004
934,14.66,728.2772846,0,0,18,134.8289628,36.2974004
935,9.78,728.2772846,0,0,15,134.846739,36.2974004
936,59.43,728.2772846,0,0,18,134.8645153,36.2974004
937,144.67,728.2772846,0,0,134,134.8822915,36.2974004
938,179.56,728.2772846,107.5,4850000,200,134.9000677,36.2974004
