,k_index,加权合计POI,人口密度,商铺人均消费,房价,不加权POI合计,经度,纬度,normalized_density_town,normalized_density_district,housing_town,housing_district,geometry
1401,1401,255.79,3316.485333,4199.0,3692600.0,296,135.1311586,36.40325079,-0.10506317246281169,0.010862976722268105,836.0720642133051,465.8546406249512,POINT (135.1311586 36.40325079)
1402,1402,97.34,5132.028183,171.5,4106043.478,131,135.1489349,36.40325079,-0.4693616657978235,-0.47170387382464085,1956.7689593114244,518.5084759654898,POINT (135.1489349 36.40325079)
1403,1403,99.13,4223.083024,0.0,0.0,58,135.1667111,36.40325079,-1.1656356214022543,-0.6852031470969097,-7.9189585059158585,-4.414120945579128,POINT (135.1667111 36.40325079)
1404,1404,143.21,2550.195843,0.0,0.0,154,135.1844873,36.40325079,0.15429814865824001,-0.4044369795059808,-8.632722009591648,-4.414120945579128,POINT (135.1844873 36.40325079)
1405,1405,80.43,2550.195843,1848.0,0.0,122,135.2022635,36.40325079,-0.09691006529763135,-0.49802570203629043,-8.632722009591648,-4.414120945579128,POINT (135.2022635 36.40325079)
1406,1406,20.4,2434.725891,0.0,0.0,4,135.2200397,36.40325079,-1.0232403542599071,-0.8431341163668071,-8.632722009591648,-4.414120945579128,POINT (135.2200397 36.40325079)
1407,1407,87.92,2088.316035,0.0,0.0,62,135.237816,36.40325079,-0.3965704989905844,-0.6735045567806209,-4.550811080711075,-4.414120945579128,POINT (135.237816 36.40325079)
1408,1408,112.7,2088.316035,63.71428571,0.0,113,135.2555922,36.40325079,-0.026167458188174876,-0.52434753024794,-4.550811080711075,-4.414120945579128,POINT (135.2555922 36.40325079)
1409,1409,177.21,2088.316035,122.7142857,2597500.0,98,135.2733684,36.40325079,-0.13510952901241297,-0.5682172439340226,365.7431138072444,326.38886561658643,POINT (135.2733684 36.40325079)
1410,1410,178.91,2088.316035,3210.4,2295602.41,297,135.2911446,36.40325079,1.3101886105891456,0.01378762430134028,322.7052529736295,287.9408870187346,POINT (135.2911446 36.40325079)
1411,1411,6.99,1352.958549,87.0,0.0,33,135.3089209,36.40325079,-0.49154063236575507,-0.34779245307212014,-10.030168773980316,-2.770452941743159,POINT (135.3089209 36.40325079)
1412,1412,197.04,1352.958549,0.0,0.0,15,135.3266971,36.40325079,-0.7099340019358563,-0.4088460769674154,-10.030168773980316,-2.770452941743159,POINT (135.3266971 36.40325079)
1413,1413,145.91,1352.958549,0.0,5166000.0,295,135.3444733,36.40325079,2.6872961913768307,0.5408769614038443,1743.1442032673951,462.7968781455468,POINT (135.3444733 36.40325079)
1414,1414,27.52,1352.958549,0.0,0.0,50,135.3622495,36.40325079,-0.2852802277717705,-0.2901306971710079,-10.030168773980316,-2.770452941743159,POINT (135.3622495 36.40325079)
1415,1415,22.85,1352.958549,0.0,0.0,22,135.3800258,36.40325079,-0.6250032471030392,-0.3851030010081339,-10.030168773980316,-2.770452941743159,POINT (135.3800258 36.40325079)
1416,1416,32.45,1159.260693,0.0,0.0,31,135.397802,36.40325079,-0.18405795954947746,-0.35457618906048627,-5.490625250377005,-2.770452941743159,POINT (135.397802 36.40325079)
1417,1417,9.78,1152.804098,1883.0,0.0,21,135.4155782,36.40325079,-0.32498400746439055,-0.388494869002317,-5.490625250377005,-2.770452941743159,POINT (135.4155782 36.40325079)
1418,1418,4.78,1152.804098,0.0,0.0,2,135.4333544,36.40325079,-0.5927434985027255,-0.4529403608917953,-5.490625250377005,-2.770452941743159,POINT (135.4333544 36.40325079)
1419,1419,9.22,1101.670824,0.0,0.0,8,135.4511307,36.40325079,-0.5081878697537776,-0.4325891529266969,-5.490625250377005,-2.770452941743159,POINT (135.4511307 36.40325079)
1420,1420,41.67,948.271002,0.0,0.0,17,135.4689069,36.40325079,-0.48875542921579007,-0.40206234097904925,-5.84899154641212,-2.770452941743159,POINT (135.4689069 36.40325079)
1421,1421,106.74,948.271002,115.5,2493629.032,117,135.4866831,36.40325079,1.1254826856253515,-0.06287554156074221,566.8591718448778,221.9589727551253,POINT (135.4866831 36.40325079)
1422,1422,142.75,2022.875603,491.0,0.0,89,135.5044593,36.40325079,-0.04567414823990469,-0.1578478453978682,-6.485415373827874,-2.770452941743159,POINT (135.5044593 36.40325079)
1423,1423,213.35,2354.738789,4347.166667,2048090.452,128,135.5222356,36.40325079,0.15858064268894895,-0.025564993624728437,598.5901862142111,181.80639676073486,POINT (135.5222356 36.40325079)
1424,1424,294.47,2354.738789,249.0,2785872.093,331,135.5400118,36.40325079,1.2217530159852896,0.6629842091944349,816.5559844692413,248.2963366611551,POINT (135.5400118 36.40325079)
1425,1425,114.05,2354.738789,307.5,2891489.362,169,135.557788,36.40325079,0.3733100382808207,0.11350159413677745,847.758919142295,257.814716460818,POINT (135.557788 36.40325079)
1426,1426,30.33,2354.738789,140.0,1840081.301,47,135.5755642,36.40325079,-0.26564084616328554,-0.30030630115355716,537.137205925066,163.06031366495415,POINT (135.5755642 36.40325079)
1427,1427,3.52,265.2633162,0.0,0.0,4,135.5933404,36.40325079,-0.32075664872712906,-0.44615662490342917,-8.375884343634665,-2.770452941743159,POINT (135.5933404 36.40325079)
1428,1428,4.54,265.2633162,0.0,0.0,6,135.6111167,36.40325079,-0.24867650294575172,-0.43937288891506304,-8.375884343634665,-2.770452941743159,POINT (135.6111167 36.40325079)
1429,1429,19.9,265.2633162,0.0,0.0,19,135.6288929,36.40325079,0.21984444463320077,-0.3952786049906831,-8.375884343634665,-2.770452941743159,POINT (135.6288929 36.40325079)
1430,1430,0.0,265.2633162,0.0,0.0,1,135.6466691,36.40325079,-0.428876867399195,-0.4563322288859784,-8.375884343634665,-2.770452941743159,POINT (135.6466691 36.40325079)
1434,1434,18.54,457.5913206,0.0,0.0,3,134.5800957,36.41837227,-0.6123904047690664,-0.5402618511640621,-7.188483814216455,-3.868191213915792,POINT (134.5800957 36.41837227)
1435,1435,45.63,457.5913206,10272.33333,4640000.0,52,134.5978719,36.41837227,1.0001422732092928,-0.28513544812123465,1838.1306772623145,764.9008826020493,POINT (134.5978719 36.41837227)
1436,1436,9.34,457.5913206,347.0,0.0,14,134.6156481,36.41837227,-0.2503932729780061,-0.4829885770115907,-7.188483814216455,-3.868191213915792,POINT (134.6156481 36.41837227)
1437,1437,52.67,457.5913206,0.0,0.0,12,134.6334244,36.41837227,-0.3162109333036534,-0.4934018995847673,-7.188483814216455,-3.868191213915792,POINT (134.6334244 36.41837227)
1438,1438,97.53,457.5913206,0.0,0.0,145,134.6512006,36.41837227,4.060663478351893,0.19908405153147885,-7.188483814216455,-3.868191213915792,POINT (134.6512006 36.41837227)
1439,1439,3.33,457.5913206,0.0,0.0,9,134.6689768,36.41837227,-0.4149374237921244,-0.5090218834445323,-7.188483814216455,-3.868191213915792,POINT (134.6689768 36.41837227)
1440,1440,1.25,457.5913206,0.0,0.0,7,134.686753,36.41837227,-0.48075508411777174,-0.5194352060177089,-7.188483814216455,-3.868191213915792,POINT (134.686753 36.41837227)
1441,1441,4.5,481.173813,0.0,0.0,6,134.7045293,36.41837227,-0.5136639142805953,-0.5246418673042972,-5.0431300960075305,-3.868191213915792,POINT (134.7045293 36.41837227)
1442,1442,3.68,495.3233084,0.0,0.0,10,134.7223055,36.41837227,-0.40339191338486086,-0.5038152221579439,-5.0431300960075305,-3.868191213915792,POINT (134.7223055 36.41837227)
1443,1443,11.94,504.7563054,0.0,0.0,13,134.7400817,36.41837227,-0.3797919389125368,-0.488195238298179,-5.0431300960075305,-3.868191213915792,POINT (134.7400817 36.41837227)
1444,1444,16.32,504.7563054,0.0,0.0,26,134.7578579,36.41837227,-0.2775253828657994,-0.4205086415725309,-5.0431300960075305,-3.868191213915792,POINT (134.7578579 36.41837227)
1445,1445,6.3,504.7563054,0.0,0.0,16,134.7756341,36.41837227,-0.35619196444021284,-0.472575254438414,-5.0431300960075305,-3.868191213915792,POINT (134.7756341 36.41837227)
1446,1446,5.7,504.7563054,0.0,0.0,5,134.7934104,36.41837227,-0.44272520417206757,-0.5298485285908855,-5.0431300960075305,-3.868191213915792,POINT (134.7934104 36.41837227)
1447,1447,27.12,504.7563054,0.0,0.0,32,134.8111866,36.41837227,-0.23032543392115137,-0.38926867385300096,-5.0431300960075305,-3.868191213915792,POINT (134.8111866 36.41837227)
1448,1448,63.69,676.5739061,0.0,0.0,13,134.8289628,36.41837227,-0.3797919389125368,-0.488195238298179,-6.0736081003546465,-4.009901616632626,POINT (134.8289628 36.41837227)
1449,1449,142.36,823.8461352,66.0,0.0,168,134.846739,36.41837227,1.2544487708530583,0.13314996720262032,-6.0736081003546465,-4.009901616632626,POINT (134.846739 36.41837227)
1450,1450,40.37,823.8461352,9857.0,9770476.19,105,134.8645153,36.41837227,0.4498419234846374,-0.1445606624623227,2297.627685066549,1354.8491033161845,POINT (134.8645153 36.41837227)
1451,1451,22.52,1996.091141,0.0,0.0,25,134.8822915,36.41837227,-0.9431760100665423,-0.4972090810844725,-6.0736081003546465,-4.009901616632626,POINT (134.8822915 36.41837227)
1452,1452,50.45,2266.950783,279.0,0.0,48,134.9000677,36.41837227,-0.8774643910388089,-0.3958226607306044,-6.0736081003546465,-4.009901616632626,POINT (134.9000677 36.41837227)
1453,1453,59.1,3266.023231,44.5,6291666.667,60,134.9178439,36.41837227,-0.8431800680678176,-0.34292539793728194,1477.3874182698455,871.0229770509316,POINT (134.9178439 36.41837227)
1454,1454,73.86,3406.684425,5998.0,3758571.429,65,134.9356202,36.41837227,-0.6752912705382774,-0.3208848717733976,1040.1145369119617,518.7249715523134,POINT (134.9356202 36.41837227)
1455,1455,105.37,3589.74558,0.0,0.0,72,134.9533964,36.41837227,-0.7706293131519026,-0.2900281351439595,-7.301673215845619,-4.009901616632626,POINT (134.9533964 36.41837227)
1456,1456,108.65,3866.60348,9567.5,3326775.956,160,134.9711726,36.41837227,-0.5789427296666562,0.09788512534040533,2157.8987358981276,458.67168905459766,POINT (134.9711726 36.41837227)
1457,1457,50.89,2153.600469,0.0,2061111.111,60,134.9889488,36.41837227,-0.7967683927180726,-0.34292539793728194,1330.2394097018027,282.6454608124767,POINT (134.9889488 36.41837227)
1458,1458,58.23,3126.90033,0.0,0.0,73,135.0067251,36.41837227,-0.7703204213357202,-0.2856200299111826,-6.408057301623912,-4.009901616632626,POINT (135.0067251 36.41837227)
1459,1459,435.12,3166.380629,0.0,0.0,47,135.0245013,36.41837227,-0.9285637525555942,-0.4002307659633813,-6.408057301623912,-4.009901616632626,POINT (135.0245013 36.41837227)
1460,1460,440.11,3166.380629,185.3913043,2079866.221,781,135.0422775,36.41837227,3.5387672134208503,2.8353184748948435,473.0182484965695,285.2538853781176,POINT (135.0422775 36.41837227)
1461,1461,126.45,3166.380629,9797.8,3241565.495,109,135.0600537,36.41837227,-0.5512142704158945,-0.12692824153121518,740.7995056557354,446.8207823032117,POINT (135.0600537 36.41837227)
1462,1462,140.23,3166.380629,0.0,3365135.135,163,135.07783,36.41837227,-0.22255504403615617,0.11110944103873596,769.283326112961,464.0066097680147,POINT (135.07783 36.41837227)
1463,1463,107.39,3038.089877,0.0,0.0,116,135.0956062,36.41837227,-0.5086102966259285,-0.09607150490177707,-6.408057301623912,-4.009901616632626,POINT (135.0956062 36.41837227)
1464,1464,395.58,4215.773015,43.0,3090425.532,117,135.1133824,36.41837227,-0.5467188533590083,-0.5126489399316513,1468.7494719807512,389.16508819150243,POINT (135.1133824 36.41837227)
1465,1465,678.11,5429.231124,2986.24,2566682.135,677,135.1311586,36.41837227,1.5927439831923462,1.125153704348767,578.7291160523367,322.46407571034206,POINT (135.1311586 36.41837227)
1466,1466,252.61,5490.421797,2152.125,5375389.61,470,135.1489349,36.41837227,0.6703133238206462,0.5197516554808266,1220.6951817903998,680.1652580431539,POINT (135.1489349 36.41837227)
1467,1467,115.79,5068.176506,114742.5,0.0,121,135.1667111,36.41837227,-1.0064208267239525,-0.5009503496153626,-9.326182623570254,-4.414120945579128,POINT (135.1667111 36.41837227)
1468,1468,67.55,4433.64674,0.0,0.0,60,135.1844873,36.41837227,-1.2162044210667047,-0.6793538519387653,-9.326182623570254,-4.414120945579128,POINT (135.1844873 36.41837227)
1469,1469,55.68,3240.104597,0.0,0.0,91,135.2022635,36.41837227,-1.1095930862367815,-0.5886897769875279,-9.326182623570254,-4.414120945579128,POINT (135.2022635 36.41837227)
1470,1470,39.09,2473.215875,0.0,0.0,6,135.2200397,36.41837227,-0.8032875634010732,-0.8372848212086628,-4.550811080711075,-4.414120945579128,POINT (135.2200397 36.41837227)
1471,1471,119.34,2088.316035,0.0,2932000.0,125,135.237816,36.41837227,0.06098619847121559,-0.4892517592990739,413.42870297953357,368.9889037320992,POINT (135.237816 36.41837227)
1472,1472,328.01,2088.316035,361.6,3329354.839,148,135.2555922,36.41837227,0.22803070706838066,-0.4219848649804139,470.0747406721348,419.59378052367896,POINT (135.2555922 36.41837227)
1473,1473,540.69,2088.316035,112.75,2224166.667,541,135.2733684,36.41837227,3.0823129626634183,0.727401633594951,312.5215295269471,278.84323268507245,POINT (135.2733684 36.41837227)
1474,1474,204.19,2088.316035,878.0,2506651.163,364,135.2911446,36.41837227,1.7967965269374089,0.20973901209917603,352.79190209435274,314.818868848425,POINT (135.2911446 36.41837227)
1475,1475,67.18,1949.569339,19.0,0.0,106,135.3089209,36.41837227,0.3941658108907669,-0.5448200633014452,-4.550811080711075,-4.414120945579128,POINT (135.3089209 36.41837227)
1476,1476,83.06,1352.958549,0.0,0.0,18,135.3266971,36.41837227,-0.6735351070075062,-0.3986704729848662,-10.030168773980316,-2.770452941743159,POINT (135.3266971 36.41837227)
1477,1477,164.19,1352.958549,407.3333333,0.0,203,135.3444733,36.41837227,1.5710634135740909,0.22882510593900185,-10.030168773980316,-2.770452941743159,POINT (135.3444733 36.41837227)
1478,1478,40.28,1352.958549,1623.0,2286857.143,74,135.3622495,36.41837227,0.0059109316550312535,-0.20872586531061424,766.0556491949238,203.32439348574718,POINT (135.3622495 36.41837227)
1479,1479,8.95,1352.958549,0.0,0.0,22,135.3800258,36.41837227,-0.6250032471030392,-0.3851030010081339,-10.030168773980316,-2.770452941743159,POINT (135.3800258 36.41837227)
1480,1480,82.11,1152.804098,0.0,0.0,24,135.397802,36.41837227,-0.2827061930899166,-0.37831926501976776,-5.490625250377005,-2.770452941743159,POINT (135.397802 36.41837227)
1481,1481,77.59,1152.804098,0.0,0.0,130,135.4155782,36.41837227,1.2111099148081623,-0.018781257636362295,-5.490625250377005,-2.770452941743159,POINT (135.4155782 36.41837227)
1482,1482,14.27,1152.804098,0.0,0.0,13,135.4333544,36.41837227,-0.43772484579632104,-0.41562981295578155,-5.490625250377005,-2.770452941743159,POINT (135.4333544 36.41837227)
1483,1483,20.87,1090.554895,0.0,0.0,23,135.4511307,36.41837227,-0.3919011423253216,-0.3817111330139508,-5.490625250377005,-2.770452941743159,POINT (135.4511307 36.41837227)
1484,1484,232.2,948.271002,0.0,0.0,23,135.4689069,36.41837227,-0.3919011423253216,-0.3817111330139508,-5.84899154641212,-2.770452941743159,POINT (135.4689069 36.41837227)
1485,1485,109.91,948.271002,209.0,5757027.027,303,135.4866831,36.41837227,4.127965579229875,0.5680119053573089,1316.359056610122,516.0610816997174,POINT (135.4866831 36.41837227)
1486,1486,72.2,1597.409981,0.0,1933218.391,39,135.5044593,36.41837227,-0.30753926481535804,-0.3274412451070217,438.15047266253464,171.45396182920825,POINT (135.5044593 36.41837227)
1487,1487,50.21,2354.738789,0.0,1864914.089,78,135.5222356,36.41837227,-0.10328447388650443,-0.19515839333388196,544.4736563848273,165.29828014436112,POINT (135.5222356 36.41837227)
1488,1488,30.16,2354.738789,0.0,1695454.545,33,135.5400118,36.41837227,-0.33896307880441245,-0.34779245307212014,494.4095415746116,150.02634293426644,POINT (135.5400118 36.41837227)
1489,1489,15.11,2354.738789,0.0,2761627.907,28,135.557788,36.41837227,-0.3651495904619578,-0.36475179304303545,809.393427066253,246.11141583839014,POINT (135.557788 36.41837227)
1490,1490,0.0,817.0892046,0.0,0.0,4,135.5755642,36.41837227,-0.48495172441972656,-0.44615662490342917,-6.485415373827874,-2.770452941743159,POINT (135.5755642 36.41837227)
1491,1491,6.0,294.7203364,0.0,0.0,4,135.5933404,36.41837227,-0.48495172441972656,-0.44615662490342917,-8.375884343634665,-2.770452941743159,POINT (135.5933404 36.41837227)
1492,1492,2.35,293.3176212,0.0,0.0,7,135.6111167,36.41837227,-0.21263643005506308,-0.43598102092088,-7.6718642804017785,-2.770452941743159,POINT (135.6111167 36.41837227)
1493,1493,3.45,265.2633162,0.0,0.0,4,135.6288929,36.41837227,-0.32075664872712906,-0.44615662490342917,-8.375884343634665,-2.770452941743159,POINT (135.6288929 36.41837227)
1494,1494,6.07,304.5393432,0.0,0.0,4,135.6466691,36.41837227,-0.48495172441972656,-0.44615662490342917,-7.6718642804017785,-2.770452941743159,POINT (135.6466691 36.41837227)
1495,1495,3.45,294.7203364,0.0,0.0,4,135.6644453,36.41837227,-0.32075664872712906,-0.44615662490342917,-8.375884343634665,-2.770452941743159,POINT (135.6644453 36.41837227)
1496,1496,1.15,304.5393432,0.0,0.0,1,135.6822216,36.41837227,-0.5200135651225465,-0.4563322288859784,-7.6718642804017785,-2.770452941743159,POINT (135.6822216 36.41837227)
1498,1498,35.84,457.5913206,0.0,0.0,30,134.5800957,36.43349376,0.2761480096271724,-0.3996819964261776,-7.188483814216455,-3.868191213915792,POINT (134.5800957 36.43349376)
1499,1499,20.55,457.5913206,30.0,0.0,25,134.5978719,36.43349376,0.11160385881305411,-0.4257153028591192,-7.188483814216455,-3.868191213915792,POINT (134.5978719 36.43349376)
1501,1501,11.4,457.5913206,0.0,0.0,8,134.6334244,36.43349376,-0.44784625395494804,-0.5142285447311206,-7.188483814216455,-3.868191213915792,POINT (134.6334244 36.43349376)
1502,1502,10.29,457.5913206,0.0,0.0,26,134.6512006,36.43349376,0.14451268897587777,-0.4205086415725309,-7.188483814216455,-3.868191213915792,POINT (134.6512006 36.43349376)
1503,1503,2.0,457.5913206,0.0,0.0,7,134.6689768,36.43349376,-0.48075508411777174,-0.5194352060177089,-7.188483814216455,-3.868191213915792,POINT (134.6689768 36.43349376)
1504,1504,3.71,457.5913206,0.0,0.0,9,134.686753,36.43349376,-0.4149374237921244,-0.5090218834445323,-7.188483814216455,-3.868191213915792,POINT (134.686753 36.43349376)
1505,1505,3.6,492.9650592,0.0,0.0,8,134.7045293,36.43349376,-0.44784625395494804,-0.5142285447311206,-5.0431300960075305,-3.868191213915792,POINT (134.7045293 36.43349376)
1506,1506,21.92,504.7563054,0.0,0.0,12,134.7223055,36.43349376,-0.3876585970699782,-0.4934018995847673,-5.0431300960075305,-3.868191213915792,POINT (134.7223055 36.43349376)
1507,1507,169.31,504.7563054,71587.0,0.0,40,134.7400817,36.43349376,-0.16739216866162066,-0.3476153835602944,-5.0431300960075305,-3.868191213915792,POINT (134.7400817 36.43349376)
1508,1508,207.73,504.7563054,212.0,0.0,336,134.7578579,36.43349376,2.161138645941016,1.1935563572698473,-5.0431300960075305,-3.868191213915792,POINT (134.7578579 36.43349376)
1509,1509,4.55,504.7563054,0.0,0.0,22,134.7756341,36.43349376,-0.30899201549556476,-0.44133528671888417,-5.0431300960075305,-3.868191213915792,POINT (134.7756341 36.43349376)
1510,1510,8.73,504.7563054,0.0,0.0,9,134.7934104,36.43349376,-0.4112585715423022,-0.5090218834445323,-5.0431300960075305,-3.868191213915792,POINT (134.7934104 36.43349376)
1511,1511,10.39,564.5856485,0.0,0.0,16,134.8111866,36.43349376,-0.6868248926390046,-0.5368820281794644,-6.0736081003546465,-4.009901616632626,POINT (134.8111866 36.43349376)
1512,1512,25.49,823.8461352,478.0,0.0,41,134.8289628,36.43349376,-0.36753646114359956,-0.42667939736004257,-6.0736081003546465,-4.009901616632626,POINT (134.8289628 36.43349376)
1513,1513,35.66,823.8461352,276.0,0.0,50,134.846739,36.43349376,-0.2525926258052537,-0.3870064502650507,-6.0736081003546465,-4.009901616632626,POINT (134.846739 36.43349376)
1514,1514,26.93,823.8461352,25.0,0.0,44,134.8645153,36.43349376,-0.32922184936415094,-0.4134550816617119,-6.0736081003546465,-4.009901616632626,POINT (134.8645153 36.43349376)
1515,1515,22.93,823.8461352,0.0,0.0,28,134.8822915,36.43349376,-0.5335664455212101,-0.4839847653861419,-6.0736081003546465,-4.009901616632626,POINT (134.8822915 36.43349376)
1516,1516,48.27,823.8461352,37.0,0.0,61,134.9000677,36.43349376,-0.11210571594727547,-0.3385172927045051,-6.0736081003546465,-4.009901616632626,POINT (134.9000677 36.43349376)
1517,1517,9.2,823.8461352,0.0,0.0,14,134.9178439,36.43349376,-0.712367967158637,-0.5456982386450181,-6.0736081003546465,-4.009901616632626,POINT (134.9178439 36.43349376)
1518,1518,27.28,1274.597926,0.0,0.0,2,134.9356202,36.43349376,-1.0128093479550289,-0.5985955014383406,-6.0736081003546465,-4.009901616632626,POINT (134.9356202 36.43349376)
1519,1519,83.19,1725.349716,0.0,912812.5,88,134.9533964,36.43349376,-0.5520703851321618,-0.2194984514195295,247.07545579927762,122.94230228001666,POINT (134.9533964 36.43349376)
1520,1520,248.44,1740.754419,0.0,0.0,139,134.9711726,36.43349376,-0.6246861189074536,0.005314915452091007,-7.301673215845619,-4.009901616632626,POINT (134.9711726 36.43349376)
1521,1521,280.76,1725.349716,7916.8,3610000.0,376,134.9889488,36.43349376,0.9908693973444164,1.0500358556202098,998.7115395135976,498.06194344125595,POINT (134.9889488 36.43349376)
1522,1522,72.09,1845.435625,41798.0,5114166.667,132,135.0067251,36.43349376,-0.411229785106006,-0.025541821177347105,1417.8837115770905,707.258545595069,POINT (135.0067251 36.43349376)
1523,1523,11.5,2790.459521,0.0,0.0,23,135.0245013,36.43349376,-0.9003033221494451,-0.5060252915500263,-7.301673215845619,-4.009901616632626,POINT (135.0245013 36.43349376)
1524,1524,22.28,3166.380629,0.0,0.0,26,135.0422775,36.43349376,-1.0563756739254924,-0.49280097585169563,-6.408057301623912,-4.009901616632626,POINT (135.0422775 36.43349376)
1525,1525,123.15,3166.380629,9731.222222,4705054.545,141,135.0600537,36.43349376,-0.3564532473760496,0.014131125917644753,1078.1457934762382,650.3600198532163,POINT (135.0600537 36.43349376)
1526,1526,212.09,3166.380629,13400.28571,5478456.376,208,135.07783,36.43349376,0.051327644613625836,0.30947417651369524,1256.4212897510004,757.9232564907009,POINT (135.07783 36.43349376)
1527,1527,180.07,3123.110118,0.0,0.0,263,135.0956062,36.43349376,0.38607315296335937,0.5519199643164232,-16.24583526076084,-4.414120945579128,POINT (135.0956062 36.43349376)
1528,1528,215.41,2747.576203,0.0,0.0,139,135.1133824,36.43349376,-0.3686258113160399,-0.44830669319206345,-6.408057301623912,-4.414120945579128,POINT (135.1133824 36.43349376)
1529,1529,305.08,4739.747766,202.1666667,2990909.091,298,135.1311586,36.43349376,-0.09615079894231217,0.016712271880412456,1420.9303459904418,376.4912341415168,POINT (135.1311586 36.43349376)
1530,1530,282.88,5490.421797,42263.375,4472973.761,328,135.1489349,36.43349376,0.03753480386518058,0.10445169925257772,1014.43648187285,565.2386524723235,POINT (135.1489349 36.43349376)
1531,1531,424.81,7600.117816,59625.33333,3178006.873,231,135.1667111,36.43349376,-0.394715311879046,-0.1792391159174233,704.1292562861187,400.31895505191414,POINT (135.1667111 36.43349376)
1532,1532,225.47,8828.365499,439.75,0.0,447,135.1844873,36.43349376,0.11471772664878825,0.45248476116216657,-9.326182623570254,-4.414120945579128,POINT (135.1844873 36.43349376)
1533,1533,58.26,5689.280671,0.0,0.0,78,135.2022635,36.43349376,-0.4423213594869545,-0.6267101955154661,-9.326182623570254,-4.414120945579128,POINT (135.2022635 36.43349376)
1534,1534,95.95,2273.067958,0.0,0.0,15,135.2200397,36.43349376,-0.7379223209065303,-0.8109629929970131,-4.550811080711075,-4.414120945579128,POINT (135.2200397 36.43349376)
1535,1535,637.44,2088.316035,839.0,3004960.0,237,135.237816,36.43349376,0.8744203272921933,-0.16169123044299025,423.82972117388397,378.2806788618684,POINT (135.237816 36.43349376)
1536,1536,531.71,2088.316035,3654.285714,3163529.412,838,135.2555922,36.43349376,5.239365964983333,1.5960219645793874,446.4350301004115,398.47518706860814,POINT (135.2555922 36.43349376)
1537,1537,310.71,2088.316035,9153.823529,3884313.725,405,135.2733684,36.43349376,2.09457152052366,0.3296495628411352,549.1884669660279,490.27022206670586,POINT (135.2733684 36.43349376)
1538,1538,92.02,2088.316035,0.0,0.0,53,135.2911446,36.43349376,-0.4619357414851272,-0.6998263849922706,-4.550811080711075,-4.414120945579128,POINT (135.2911446 36.43349376)
1539,1539,62.83,2091.910098,51.5,0.0,120,135.3089209,36.43349376,0.02467217486313623,-0.5038749971944347,-4.550811080711075,-4.414120945579128,POINT (135.3089209 36.43349376)
1540,1540,74.3,1780.658825,146.0,0.0,45,135.3266971,36.43349376,-0.5200381792580542,-0.3070900371419233,-9.678803443950066,-4.414120945579128,POINT (135.3266971 36.43349376)
1541,1541,91.86,1352.958549,17387.0,2340689.655,109,135.3444733,36.43349376,0.4305647058191171,-0.09001048551420678,784.3246736666641,208.17585669472209,POINT (135.3444733 36.43349376)
1542,1542,43.62,1352.958549,0.0,2327419.355,84,135.3622495,36.43349376,0.12724058141619865,-0.17480718536878354,779.8211603354019,206.97991822129435,POINT (135.3622495 36.43349376)
1543,1543,23.23,1352.958549,0.0,2407203.39,20,135.3800258,36.43349376,-0.6492691770552727,-0.39188673699650006,806.8972976679711,214.17016991280133,POINT (135.3800258 36.43349376)
1544,1544,34.95,1196.894407,0.0,0.0,31,135.397802,36.43349376,-0.48488922603448475,-0.35457618906048627,-5.490625250377005,-2.770452941743159,POINT (135.397802 36.43349376)
1545,1545,32.75,1152.804098,0.0,0.0,46,135.4155782,36.43349376,0.027331112322892214,-0.3036981691477402,-5.490625250377005,-2.770452941743159,POINT (135.4155782 36.43349376)
1546,1546,5.2,1152.804098,0.0,0.0,3,135.4333544,36.43349376,-0.5786508937112341,-0.44954849289761223,-5.490625250377005,-2.770452941743159,POINT (135.4333544 36.43349376)
1547,1547,5.74,1475.907006,0.0,0.0,8,135.4511307,36.43349376,-0.6340368595514928,-0.4325891529266969,-5.84899154641212,-2.770452941743159,POINT (135.4511307 36.43349376)
1548,1548,64.11,1492.84555,26.0,0.0,14,135.4689069,36.43349376,-0.5371825726610243,-0.4122379449615985,-5.84899154641212,-2.770452941743159,POINT (135.4689069 36.43349376)
1549,1549,32.4,948.271002,272.0,0.0,75,135.4866831,36.43349376,0.447502677392072,-0.20533399731643118,-5.84899154641212,-2.770452941743159,POINT (135.4866831 36.43349376)
1550,1550,15.25,755.1515044,0.0,0.0,20,135.5044593,36.43349376,-0.2979552406713535,-0.39188673699650006,-7.6718642804017785,-2.770452941743159,POINT (135.5044593 36.43349376)
1551,1551,54.87,1329.639066,0.0,0.0,10,135.5222356,36.43349376,-0.459421032429121,-0.42580541693833074,-6.485415373827874,-2.770452941743159,POINT (135.5222356 36.43349376)
1552,1552,33.22,1151.955114,204.0,0.0,75,135.5400118,36.43349376,0.344845172213679,-0.20533399731643118,-6.485415373827874,-2.770452941743159,POINT (135.5400118 36.43349376)
1553,1553,6.08,646.2392508,0.0,0.0,6,135.557788,36.43349376,-0.4803702417551573,-0.43937288891506304,-6.485415373827874,-2.770452941743159,POINT (135.557788 36.43349376)
1554,1554,4.76,304.5393432,0.0,0.0,7,135.5755642,36.43349376,-0.4498898837169066,-0.43598102092088,-7.6718642804017785,-2.770452941743159,POINT (135.5755642 36.43349376)
1555,1555,6.88,304.5393432,0.0,0.0,7,135.5933404,36.43349376,-0.4498898837169066,-0.43598102092088,-7.6718642804017785,-2.770452941743159,POINT (135.5933404 36.43349376)
