,town,Unnamed: 0,total_count,food,food_avg_spending,shopping,car,health,pet,education,life_service,entertainment,beauty,film_performance,sports,tourism,population_density,GaussianMixture_result,Kmeans_result
67,提篮桥街道,67,0.0765069551777434,0.0049261083743842,0.1029411764705882,0.1053719008264462,0.1778975741239892,0.0728643216080402,0.0040485829959514,0.0542635658914728,0.2195121951219512,0.046075085324232,0.0357751277683134,0.0297029702970297,0.0272108843537415,0.1158798283261802,0.5505975316002577,2,0
68,华新镇,68,0.0741885625965997,0.0,0.0,0.018595041322314,0.183288409703504,0.1206030150753768,0.0283400809716599,0.1046511627906976,0.1707317073170731,0.0597269624573378,0.0851788756388415,0.0049504950495049,0.0204081632653061,0.055793991416309,0.0534585741128003,0,2
69,奉浦社区,69,0.0738021638330757,0.0,0.0,0.1157024793388429,0.2830188679245283,0.0778894472361809,0.0141700404858299,0.1143410852713178,0.0,0.0546075085324232,0.0664395229982964,0.0099009900990099,0.0226757369614512,0.0171673819742489,0.0,0,2
70,江浦路街道,70,0.0730293663060278,0.022167487684729,0.0887220136295369,0.0661157024793388,0.1266846361185984,0.1256281407035175,0.0101214574898785,0.0775193798449612,0.1436314363143631,0.0170648464163822,0.0272572402044293,0.0049504950495049,0.0294784580498866,0.0257510729613733,0.6850967085715625,2,0
71,川沙新镇,71,0.0714837712519319,0.0369458128078817,0.2105965790988736,0.0495867768595041,0.0700808625336927,0.050251256281407,0.0425101214574898,0.0465116279069767,0.032520325203252,0.0290102389078498,0.0272572402044293,0.0643564356435643,0.0181405895691609,0.0343347639484978,0.0650447606567833,4,4
72,漕河泾街道,72,0.070904173106646,0.0123152709359605,0.1740926157697121,0.018595041322314,0.1428571428571428,0.1733668341708542,0.0242914979757085,0.0348837209302325,0.086720867208672,0.0221843003412969,0.0136286201022146,0.0247524752475247,0.0453514739229024,0.055793991416309,0.3113046501032523,4,3
73,四平路街道,73,0.0705177743431221,0.0344827586206896,0.1176917575594493,0.0723140495867768,0.0970350404312668,0.0477386934673366,0.0060728744939271,0.0852713178294573,0.1409214092140921,0.0375426621160409,0.0442930153321976,0.0148514851485148,0.0612244897959183,0.0214592274678111,0.5827256287406926,2,0
74,桃浦镇,74,0.0701313755795981,0.0098522167487684,0.1257822277847309,0.0433884297520661,0.2452830188679245,0.1507537688442211,0.0222672064777327,0.0484496124031007,0.1490514905149051,0.0187713310580204,0.0306643952299829,0.0148514851485148,0.054421768707483,0.094420600858369,0.1711967004984681,2,2
75,枫林路街道,75,0.0693585780525502,0.0073891625615763,0.0652899457697121,0.03099173553719,0.0970350404312668,0.1834170854271356,0.0040485829959514,0.0271317829457364,0.089430894308943,0.0170648464163822,0.0204429301533219,0.0247524752475247,0.0589569160997732,0.0515021459227467,0.6949491612395248,2,0
76,江宁路街道,76,0.0685857805255023,0.0270935960591133,0.2610649675844806,0.0227272727272727,0.1266846361185984,0.1080402010050251,0.020242914979757,0.0523255813953488,0.1111111111111111,0.0477815699658703,0.0306643952299829,0.0495049504950495,0.0997732426303854,0.0901287553648068,0.6776600818818249,2,0
77,杨行镇,77,0.0685857805255023,0.0517241379310344,0.1963168246558198,0.0433884297520661,0.2587601078167116,0.0778894472361809,0.0141700404858299,0.0310077519379844,0.1029810298102981,0.0477815699658703,0.0119250425894378,0.0198019801980198,0.0589569160997732,0.0343347639484978,0.0857456418785184,0,2
78,泗泾镇,78,0.0674265842349304,0.0591133004926108,0.0967876512265331,0.0599173553719008,0.0781671159029649,0.092964824120603,0.0242914979757085,0.0542635658914728,0.1598915989159891,0.0255972696245733,0.0477001703577512,0.0049504950495049,0.0498866213151927,0.0472103004291845,0.0657839075367869,0,2
79,斜土路街道,79,0.0668469860896445,0.0357142857142857,0.1608476112640801,0.0454545454545454,0.1266846361185984,0.1130653266331658,0.0263157894736842,0.0290697674418604,0.1192411924119241,0.0375426621160409,0.0442930153321976,0.0445544554455445,0.0680272108843537,0.0515021459227467,0.3624805960665149,2,3
80,北站街道,80,0.0635625965996908,0.0197044334975369,0.2482008760951189,0.0929752066115702,0.1266846361185984,0.0326633165829145,0.0161943319838056,0.0329457364341085,0.08130081300813,0.0187713310580204,0.0119250425894378,0.0643564356435643,0.0204081632653061,0.0815450643776824,0.73703375552221,2,0
81,大桥街道,81,0.0629829984544049,0.0603448275862069,0.1075068325156445,0.0433884297520661,0.1509433962264151,0.1306532663316583,0.0161943319838056,0.0271317829457364,0.1138211382113821,0.0290102389078498,0.0221465076660988,0.0198019801980198,0.0362811791383219,0.0686695278969957,0.4714428867120819,2,3
82,枫泾镇,82,0.062210200927357,0.0,0.0,0.1136363636363636,0.1239892183288409,0.0904522613065326,0.0060728744939271,0.0329457364341085,0.089430894308943,0.0563139931740614,0.0425894378194207,0.0099009900990099,0.0068027210884353,0.1459227467811159,0.0149991132134535,0,2
83,半淞园路街道,83,0.0614374034003091,0.0049261083743842,0.60450563204005,0.0082644628099173,0.169811320754717,0.100502512562814,0.0242914979757085,0.1065891472868217,0.1029810298102981,0.0324232081911262,0.0102214650766609,0.0396039603960396,0.0589569160997732,0.0472103004291845,0.5230887658739225,2,9
84,赵巷镇,84,0.0604714064914992,0.0024630541871921,0.2152690863579474,0.1632231404958677,0.091644204851752,0.0854271356783919,0.0222672064777327,0.0465116279069767,0.1382113821138211,0.0238907849829351,0.0340715502555366,0.0198019801980198,0.0204081632653061,0.03862660944206,0.0335216601457242,4,2
85,周浦镇,85,0.0585394126738794,0.0541871921182266,0.1923995903629536,0.0330578512396694,0.105121293800539,0.0477386934673366,0.0242914979757085,0.0465116279069767,0.059620596205962,0.0204778156996587,0.0545144804088586,0.0396039603960396,0.0340136054421768,0.0128755364806866,0.0574179507059191,4,4
86,淞南镇,86,0.0577666151468315,0.0295566502463054,0.0704005006257822,0.0495867768595041,0.1590296495956873,0.0603015075376884,0.0263157894736842,0.0155038759689922,0.084010840108401,0.0546075085324232,0.0051107325383304,0.0396039603960396,0.1111111111111111,0.0686695278969957,0.1494832747038864,0,2
87,潍坊新村街道,87,0.0575734157650695,0.0541871921182266,0.2375981340425532,0.0702479338842975,0.059299191374663,0.0778894472361809,0.0121457489878542,0.0348837209302325,0.1653116531165311,0.0375426621160409,0.0477001703577512,0.0198019801980198,0.0249433106575963,0.0085836909871244,0.4460253719398532,2,3
88,金山卫镇,88,0.0568006182380216,0.0,0.0,0.0619834710743801,0.2803234501347709,0.0904522613065326,0.0020242914979757,0.0813953488372093,0.051490514905149,0.0358361774744027,0.0477001703577512,0.0049504950495049,0.0113378684807256,0.0257510729613733,0.0219618030777271,0,2
89,欧阳路街道,89,0.0560278207109737,0.0024630541871921,0.130162703379224,0.0454545454545454,0.1105121293800539,0.0804020100502512,0.0080971659919028,0.065891472868217,0.1056910569105691,0.0392491467576791,0.0425894378194207,0.0148514851485148,0.0521541950113378,0.0343347639484978,0.7287872139987425,2,0
90,三林镇,90,0.0556414219474497,0.0332512315270936,0.2307977564455569,0.0413223140495867,0.1185983827493261,0.0678391959798995,0.0708502024291498,0.0426356589147286,0.065040650406504,0.0409556313993174,0.0289608177172061,0.0198019801980198,0.0657596371882086,0.0085836909871244,0.1758137158960517,4,3
91,江川路街道,91,0.0554482225656877,0.0,0.0,0.0433884297520661,0.1266846361185984,0.0854271356783919,0.0364372469635627,0.0251937984496124,0.048780487804878,0.0409556313993174,0.0221465076660988,0.0346534653465346,0.0612244897959183,0.1030042918454935,0.1266323291172832,4,2
92,香花桥街道,92,0.0548686244204018,0.0,0.0,0.006198347107438,0.1994609164420485,0.1457286432160804,0.0161943319838056,0.0620155038759689,0.1300813008130081,0.0290102389078498,0.0238500851788756,0.0,0.0204081632653061,0.0429184549356223,0.0252323899622646,0,2
